product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
edec8e73963826ce09b218ed8cafe3a6,utilidades_domesticas,41,171,1,4513,47,32,25
a9e0a3a894f4bf7844830c090853c3e1,telefonia,49,79,1,375,18,10,16
77e56e1e099429aab02aa75e36831eac,cool_stuff,47,1369,2,20600,53,45,53
d2f2c2b94c6ac44ece0bd0dd202c7939,moveis_decoracao,54,241,4,1050,32,12,32
b62c4aeee36fc51b2bd7fa2e5c3268b2,automotivo,54,1120,4,1350,25,10,20
b50c950aba0dcead2c48032a690ce817,esporte_lazer,58,2584,1,1800,16,16,16
83b92639fffd1d55c9e04c77c86d8d2c,informatica_acessorios,56,901,1,280,20,15,14
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44,916,2,950,53,5,13
90d0b33a310abf581b6eb73e4f40d0df,utilidades_domesticas,30,718,3,100,17,28,11
d4f91ac96799dc3d9221293e29892e30,brinquedos,43,713,3,700,35,7,35
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33,897,1,1600,42,25,15
e942040a23d73eb3598f59fccaba7df8,papelaria,45,319,2,1450,20,35,29
8e2e504e3be9cc0ed518daa0e271acf5,bebes,42,831,1,417,19,13,13
cf1d8e226162a1d0ad61f29b7ed72d82,market_place,53,1377,2,250,18,8,18
eba7488e1c67729f045ab43fac426f2e,perfumaria,43,259,1,610,22,14,16
042535091ac9e946489c2155a0392c47,utilidades_domesticas,23,162,1,300,20,4,19
5d1d8ec5b31c5c359f10c4b23b819170,moveis_decoracao,58,867,1,150,19,5,25
ae1fe986145cc9e80f0d7753d669989f,papelaria,49,181,2,10850,60,20,29
154e7e31ebfa092203795c972e5804a6,beleza_saude,48,575,1,100,20,15,15
4c8b28305f570899b6ded964ddd234a9,moveis_decoracao,51,767,4,550,34,6,23
c7e02747ef9366a4fb7f4ac4fd261c36,informatica_acessorios,59,2168,7,900,35,10,19
4f3192a28c9da057319996e1502dc216,cool_stuff,38,1499,1,4317,30,40,28
eed813e00d01572cb589f87199d081ad,informatica_acessorios,56,358,1,400,16,2,20
7384a19bf6df5d6139bc52286cd26c2e,alimentos_bebidas,46,553,2,9550,57,40,25
3a21e6f5a154a5b03b6edb8fc6b24c5d,bebes,58,585,2,220,23,9,17
19c91ef95d509ea33eda93495c4d3481,beleza_saude,50,1257,1,700,25,12,19
1cbe6092926b24ecacfdeb748bc34105,automotivo,52,666,1,4950,65,25,25
0d69c82f1bc2991a5ec6fff3d803876b,fashion_bolsas_e_acessorios,56,1666,7,150,17,5,19
9047a9fe0b7e4175af012bfa793890cd,automotivo,59,344,1,2050,25,25,25
bc048769f430e8e98c07bae3108a422c,relogios_presentes,44,546,1,475,19,13,20
0e35a413d832e63c5d46101b7c88de0f,moveis_decoracao,32,165,1,400,32,5,22
8747974bad06af6fbf0f2acf33a55ddc,eletronicos,59,1723,1,400,23,11,21
26782e17e3df2c4b6142ac9ddc0af5d4,moveis_sala,26,948,1,8225,55,73,18
40c9f84a8919516ca9b0d6a9f5ad27f4,fashion_bolsas_e_acessorios,45,802,1,100,16,5,16
ede062bcd13ef64b5cc87369e4edaf62,beleza_saude,58,391,1,250,16,5,15
a537bc52f4b925ec56cc9937a7601636,cama_mesa_banho,44,729,1,3450,20,30,30
783caabd539c4079ec08423e30719fba,construcao_ferramentas_iluminacao,56,1512,6,500,35,14,23
6803077179d24889430188e03fafd31a,eletronicos,48,287,1,100,23,8,18
d2f1cd931c7b76fefa93547cc1b4881b,moveis_decoracao,55,320,1,850,40,5,11
7f4e034245e45549110139d1de248f83,bebes,55,1629,1,600,20,13,13
1491a8ff192d4b5c369b0eaa2fe33ee5,cama_mesa_banho,46,162,5,4600,60,19,50
7b6669ccb9510397f7923a979c895733,beleza_saude,58,689,1,450,25,9,17
d05d4a7430d1293367ba2ffbedcdef05,esporte_lazer,44,907,1,300,16,7,11
1e618d311a1b7f88a9d96ec50aa85582,utilidades_domesticas,42,540,4,9950,31,61,31
9cfb95272c4cd1e98619d3bdea888a7c,cool_stuff,33,604,1,1700,42,25,15
e672fbe634ad07cce9d85f412becb2c0,cool_stuff,41,909,1,1400,42,25,15
158102fe543dbaeb84d87811bfe06d0d,moveis_decoracao,56,646,1,300,16,30,20
a0951eca8e874597dc3abaefc1940679,cama_mesa_banho,53,293,1,1250,16,10,16
d6693a8a60b625f2c5eff7f475b5ed22,cama_mesa_banho,59,277,1,5550,45,15,30
62ad9a8972411e333e16347051a98e2a,eletronicos,43,889,2,113,16,10,12
ec96b7b4e1401281edb9465d0d689cae,alimentos_bebidas,36,420,1,1200,16,23,13
16ed6a6e3fce23b741650437fe58d65b,utilidades_domesticas,49,1226,1,750,35,15,35
b756577e274d3a4793fc27209d7072db,beleza_saude,57,1502,1,200,16,4,16
55782cb82e0efe052da0a3da237da3b2,automotivo,60,1159,3,2450,30,30,30
00b4155166f994ba9da3cf001eb80505,utilidades_domesticas,53,786,4,1125,28,15,23
588ec31c89dea5de5dc87e15790df3f4,cama_mesa_banho,60,374,2,6650,20,40,50
a848f5d152bc4b1ed01d9d231f15cdca,relogios_presentes,58,784,4,300,16,2,11
f27aff266ad97e75d4a24c893b2c311e,eletrodomesticos_2,55,1345,6,8850,45,33,35
0ed9a84687fad2d921b09b0ebcc4cded,beleza_saude,53,423,1,30000,55,75,61
1c21c1ed398eae61184065889ca3d4b0,cama_mesa_banho,51,324,1,900,42,8,37
8fdbacf2ec7e78916268d1d11d544038,esporte_lazer,28,369,4,1050,74,30,25
6dde44b4172999f35f08654d06bad633,moveis_escritorio,55,1180,1,16167,64,62,25
dd99b3c94bf585d3a13a018e9eeed07f,instrumentos_musicais,52,818,3,573,23,11,17
9c1acc2ea8ce833bd5ef42aff75cfb24,relogios_presentes,48,546,1,600,16,2,11
f60e19fc3b0ee38735e6a6fefe937bdf,sinalizacao_e_seguranca,58,144,2,150,20,2,28
ed71a85647afea9562cd2a14b1ac8622,telefonia,46,156,1,200,20,5,12
01a2ad2b54cd734f78cb817da7752d8b,perfumaria,44,280,1,430,19,14,12
92c1eb75a887a500d9689fbad65e27e3,moveis_escritorio,41,1205,1,17150,58,61,24
f8714e3b95aadcbfb57568c5e09df884,fashion_bolsas_e_acessorios,60,188,1,150,16,15,15
35537536ed2b4c561b4018bf3abf54e0,esporte_lazer,59,1459,9,2100,36,9,14
eb1e85561435be5d1760939dac8c881c,agro_industria_e_comercio,41,472,4,400,30,20,11
f422d0d9f8b5f7c27289382b14b61248,brinquedos,63,361,3,1800,38,12,35
93c902b021a9e594f658ab1b0351602a,eletronicos,60,390,7,1250,26,10,18
5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,51,693,3,600,20,20,21
5c2bb11cf2149bd4d9fffcc1246458c3,papelaria,37,531,1,2283,27,35,35
656e0eca68dcecf6a31b8ececfabe3e8,informatica_acessorios,45,236,1,173,18,13,12
eee02ac99af9217137a2ef5eaad20376,cool_stuff,39,525,2,500,60,16,11
2a5806f10d0f00e5ad032dd2e3c8806e,moveis_escritorio,46,1350,1,11875,57,55,22
a96e543f9cfb2ecdb07c59321ff0018c,brinquedos,24,589,2,2700,51,35,26
487ff90293c6b5484d060de3fe409557,audio,43,676,3,325,22,22,22
0f96cb6fd0ba832f2d7a21d13b251526,informatica_acessorios,49,1245,1,2200,18,25,18
40c36dbe4fd510370d40e09ae7670a26,bebes,47,442,1,250,16,16,16
2028bf1b01cafb2d2b1901fca4083222,perfumaria,54,1536,2,250,20,8,21
5f0bdec2fb222061ed8fe52586a5957d,telefonia,42,660,1,113,18,4,11
43840498716c5a01802df8992c619267,moveis_decoracao,49,718,1,200,16,16,16
5929e483b6df44414c047cac38873fe6,esporte_lazer,22,300,2,650,60,10,20
8d7d29e5fb9ff5333009326c87fc04e9,moveis_escritorio,56,1070,1,7433,57,68,31
fa54ba82589db68838ebe0225c34f30a,eletronicos,34,212,1,16283,19,14,15
9c7a34846a13f5d0a066eb6af9ecbd87,beleza_saude,34,585,3,900,23,5,15
7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,59,492,2,200,22,10,18
8974fd022d2eca68246a2f754bd7de23,telefonia,26,345,1,200,27,5,20
4b2772e2e34787603725226af352e466,beleza_saude,30,150,1,200,16,9,14
e5eadf9be70a4a9fa514019542fc330a,eletrodomesticos,48,543,2,1200,35,20,30
7fa79f73326e6b9b13b79f60a435d4a5,esporte_lazer,45,570,2,725,19,14,15
cfe9e8e1f0400c8cc665d41722f34086,moveis_decoracao,44,696,4,1500,35,40,35
d6783a6e939059f756562de164efc447,moveis_decoracao,43,442,2,300,20,11,16
6c81db10f914c4d032b14fa93aa0a818,fashion_bolsas_e_acessorios,56,198,4,150,16,16,16
fb8e60e1a3c247d3a2e17f6986e71a40,moveis_decoracao,58,858,1,3250,31,43,21
9aa9caee155847cddb376a05b9a39791,telefonia,60,777,6,300,17,4,12
3d6ef61d81f0c2a0957ea6bb00ecfdb6,bebes,46,1658,3,10400,100,23,27
b3e40ff639c185b9d726b4b19c17e6cd,cool_stuff,55,934,1,2150,42,25,15
2604055d4992311bc72b115b6d5adda9,esporte_lazer,60,1971,3,1600,80,20,25
a7d5fa700644b265f69df9ee7ed60b70,esporte_lazer,59,716,6,2650,20,20,20
57f2bc497c1a3ebe41ba7a06d78ed159,relogios_presentes,55,336,4,250,16,2,20
181097c3de536f867a3c1dcfb06970de,cama_mesa_banho,38,365,1,1200,38,20,25
d6b21712ba181dea6664f1b3e09d650e,esporte_lazer,30,1826,1,360,18,14,16
c3f8ee7e05c01c61ab863e336b0f2e5e,informatica_acessorios,52,381,4,24050,60,40,60
82495477af19e76ed4b080e66298f2bc,brinquedos,56,645,2,900,19,33,46
0f9a07df17934769a978a9b2917ba8a3,automotivo,58,579,4,550,33,27,26
2f13d1dc8b4e1d9d8027be50339546a9,moveis_decoracao,48,895,1,2650,30,30,30
7855801875dac05bda454284be8be7db,utilidades_domesticas,58,1854,1,3500,36,30,32
e70d8bce868310111ec36d96f6d80a9c,papelaria,35,332,2,100,16,6,11
594e6c5d1c4a58f7936b5a7134f53c80,automotivo,55,1172,1,1400,105,7,25
ec2d43cc59763ec91694573b31f1c29a,cama_mesa_banho,38,735,5,800,20,20,20
ef305675b4b5113913f5998336fbd86a,utilidades_domesticas,53,2869,1,925,22,8,32
e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36,210,1,541,21,15,16
736f1b87428f9cfe5f5184c4ac0fbe05,cama_mesa_banho,46,684,1,1500,40,15,32
5a68d72870a735b2e7ec0277013f7aa6,beleza_saude,54,1298,1,150,16,11,11
bec79420ffee0e0e76e3b4cce2c4b1a9,beleza_saude,45,690,1,1200,18,14,14
2083a6feb4bbb31f6abc92fc24e468c0,telefonia,56,3135,2,150,19,15,15
15804bf9d24b0ff5a052ef9280ad6e63,moveis_decoracao,46,464,3,7300,66,12,45
679a3e5e1d2bb68982be5734c6e55e63,casa_construcao,57,565,4,800,38,38,22
d9bba71d1d1ad35925593d365a2ab43e,eletronicos,58,1473,1,1850,56,12,39
09b0d15a8cc9a84e7af7e0225f67dc45,moveis_decoracao,52,252,1,1400,20,20,20
c1ad8ac66c91ad301cefc322ba2adf31,relogios_presentes,44,371,2,757,19,14,15
1aa2ed670a95e9f475723707a7c3f386,cama_mesa_banho,50,234,1,1000,38,6,29
4724ffa427f315c485e39b02e21859b2,beleza_saude,52,1059,6,550,16,9,11
f2a286e75c6c6022c0e7242e12a39079,relogios_presentes,58,623,2,140,16,14,14
fa381a4a9af65ea5fc8f3829214045f9,esporte_lazer,60,1351,7,3050,62,10,22
b114bf337c0626166abe574eee9e3f32,moveis_escritorio,47,1398,1,13350,57,56,22
49c668b9d350a5836df4594378b09f0f,sinalizacao_e_seguranca,60,1144,1,150,23,8,16
79e42c4fa2bde6e0c828d23c4fb7df35,instrumentos_musicais,57,962,4,900,42,8,40
79938780eb7ffb7289f59a9a283bc06b,beleza_saude,54,1739,1,1300,20,20,20
9bc56dc1c13a3dd110faa962cabf1531,casa_conforto,58,217,3,950,30,20,30
a694f2632fae82ef419fd71587103dc9,esporte_lazer,44,461,1,5100,60,30,30
fca62108387e25005784da2f551466a1,moveis_decoracao,42,87,3,14600,84,8,84
1613b819ab5dae53aead2dbb4ebdb378,automotivo,60,982,2,50,17,10,15
0654d3c1e3efc7e7cd9dbde9cb743df2,ferramentas_jardim,52,368,2,700,20,18,19
4182ad8f6fd91b6064f2d1097d8a4291,beleza_saude,38,929,1,1097,18,18,16
2ace3826b9a1b13030adc77ae9ae7902,telefonia_fixa,58,438,2,750,30,10,20
9bc7d25a36d620cf449cfdebe3de132f,beleza_saude,45,287,4,500,20,7,20
39678bc6ddb608fa59c306b78f51efe8,eletronicos,46,442,1,150,25,7,16
18b0e642cbae7251e60a64aa07dd9eb9,informatica_acessorios,24,718,2,200,41,2,29
fed5c40c27e1c88560a9e92d82ee0825,eletronicos,53,109,1,150,24,12,18
bc4cd4da98dd128c39bf0b8c2674032f,pcs,55,3610,4,2650,16,31,39
4298b7e67dc399c200662b569563a2b2,informatica_acessorios,58,420,1,200,21,14,15
c8ab4e1fd53092c488c0a1777d522b41,brinquedos,50,591,2,6350,55,25,20
733ff3db55dc1476774dc5a3f0621fe3,papelaria,25,736,3,1100,42,20,31
5bbebc281f50fcd65e31a103730bb64e,eletrodomesticos,60,648,2,500,19,13,20
8f8cb7e4a7f16d339f87f8aa2711a003,brinquedos,36,529,2,650,28,13,15
84dacba9d49f304ee015bc094083df20,utilidades_domesticas,54,341,2,16300,80,23,33
ce582a7aa032280b20a5f169195202e7,bebes,30,309,1,150,16,5,16
8347d3b517ab185dea43991aebb46737,cama_mesa_banho,50,228,1,200,32,3,23
ca9b2caa4f7ec65aeda5825e09dcf99c,moveis_decoracao,57,2115,2,600,68,8,13
07691def223b4568e8ecb5a5b30574b1,telefonia,58,1568,1,150,18,6,20
7b35ccd93a2184646c03b70326626923,esporte_lazer,30,2162,1,1563,20,16,17
d070415dddac66bcbc0a2e4f253c0f81,automotivo,21,2566,1,20100,61,61,37
7a82832901d5f4cd314a4e102c47bd2b,ferramentas_jardim,38,437,1,1900,45,6,20
3d388ad844800bc833bd3e880740917f,beleza_saude,60,3504,4,9500,95,15,65
bb42f37fc3d9130e4a4339d24a47dd7c,cama_mesa_banho,59,81,1,400,20,2,15
f361fccba568fabe00db466f80626d1e,automotivo,20,908,1,75,17,8,13
de75785dc5be712c4d4ed4ec5b422ce1,relogios_presentes,47,340,3,550,20,16,17
95d7eeaab4bd14c7ea4b2b95e415d8e0,esporte_lazer,48,1102,1,1400,41,6,33
401717fdb76bea40aad511f64ab03c92,automotivo,58,237,1,100,16,8,16
3cfbc83ded5aa170816cc18cdb5d4188,relogios_presentes,56,633,1,400,20,13,13
7f8b42a3cbe617b6112e0623f0d32fa2,esporte_lazer,41,936,1,6300,101,16,25
8805dd9f1994bee68f2e1351c5e64f26,relogios_presentes,41,1680,1,500,20,14,18
575a896d07cd269eb0b2b8762e0be261,esporte_lazer,60,902,2,6150,20,20,20
e1ed9c25b42fc1afbc7459cc821a9d44,construcao_ferramentas_construcao,22,101,1,7700,50,20,50
738da8ddda2e593acfdc53c2d1520dfa,instrumentos_musicais,63,950,9,8350,105,12,45
9ba7a2e6df6dbaa83fe78f9b4ea0b3fa,moveis_decoracao,52,1878,3,2350,104,4,68
3eef0cb94ba82de806bb30ab743c7655,moveis_escritorio,26,1177,1,11880,50,60,27
55b04296824029ae20bbeb3b200e69d0,moveis_decoracao,54,785,6,1300,60,12,12
17efcba3c09566b89c945ef563f381d2,esporte_lazer,54,728,4,1150,46,10,15
9bc39c44d241610638729a32026eb37a,cama_mesa_banho,47,537,1,6300,58,20,46
6d3d8ade6b793a08b041b6bc653c08ca,moveis_decoracao,53,502,1,650,25,25,25
f7a17d2c51d9df89a4f1711c4ac17f33,utilidades_domesticas,56,1245,5,350,22,8,19
d902e8400cd0c58b64ea157af940e670,bebes,52,786,2,3800,44,23,43
1d7db62a21ffb4f220d3e8a05fa77e02,fashion_bolsas_e_acessorios,22,328,3,100,16,13,11
4cb922d064b9a86b25b900350108771e,brinquedos,44,327,1,11850,50,35,40
45dcebc4f3d844e116f01e3f191711dc,utilidades_domesticas,63,771,11,3000,47,25,32
a1ca62481619b02ad09535f2b418bb75,telefonia,56,867,3,350,20,16,20
4fcb3d9a5f4871e8362dfedbdb02b064,automotivo,53,603,1,5950,65,11,65
368c6c730842d78016ad823897a372db,ferramentas_jardim,57,366,2,1650,30,22,30
fedbf77eb491dfc9ac276b9ea9ee10c6,papelaria,55,228,1,350,30,15,15
8338cef8355d238f43711dcb9c0657b2,moveis_decoracao,59,473,1,700,30,3,20
e0a554e92afe71fd7f9380b7b135175b,fashion_bolsas_e_acessorios,48,357,5,150,16,9,11
508d5e8ce8e79bb506f9f0c096b295c4,moveis_escritorio,19,930,1,12775,37,65,36
9d8fa7002a036708c4cf8730214ad1b5,cama_mesa_banho,53,82,1,450,40,5,25
8c81ff84f8301d0db2fbfde90da0f5a5,papelaria,52,90,3,2050,20,30,20
f745d28cf673e9022060c31f7f11218e,eletrodomesticos_2,58,324,3,425,32,10,16
7a81751397c8813678761201a7114339,utilidades_domesticas,38,389,1,200,37,3,11
2d15b61e2962412ec20c326895c4603a,construcao_ferramentas_jardim,55,2039,5,200,16,3,12
c10a7001e8b49dfc03817444b5f2ed81,relogios_presentes,46,670,1,500,16,2,11
a8e69cb7ca2c04d5ba7f73b2385f2a76,esporte_lazer,53,2422,2,107,18,9,14
6d811b6e8cada9a8f7f38bb315620e1b,esporte_lazer,59,447,5,8700,25,60,40
261244fc4d0197d8772346872f5b0f5e,moveis_cozinha_area_de_servico_jantar_e_jardim,54,785,5,975,41,12,12
1e88eb1734651579b4928df098f4d86c,moveis_decoracao,60,702,2,600,26,8,17
8471182114c4e0e3b1586fef0ad240a9,automotivo,30,313,4,500,25,16,20
cd46a885543f0e169a49f1eb25c04e43,informatica_acessorios,58,1390,2,3475,54,13,48
bb77135946e78428a7a5634a46113a22,bebes,57,271,1,600,25,15,25
9592cd0b739cc57871c3aecffe15436a,cool_stuff,60,933,6,450,34,15,17
515ba7ccc6abbd1c0f5016704a0184e2,pet_shop,59,678,4,1400,40,20,30
def080e33b38a4c756347d4665b40a7f,musica,45,1465,5,1850,55,17,15
fcde1899043318107d8f0ae043f69bc3,,,,,400,35,7,12
28fe7bc9b73556b0cee83320fcd2600e,utilidades_domesticas,56,1200,2,3550,16,43,43
e251ebd2858be1aa7d9b2087a6992580,ferramentas_jardim,34,511,4,8875,40,14,43
4a85b07765a341b846c963da0381db96,beleza_saude,57,1687,1,4350,16,16,16
1945afae0c93166dce1f186d00125695,informatica_acessorios,58,1707,2,6500,30,30,20
3b7929cc079c14493fb6fb3373dbc1e1,audio,21,68,3,1075,40,20,30
052516c377ebbc53a39f053af1db08b4,cool_stuff,46,595,2,450,16,12,22
7cd29da0653abeb444703cc5a957f479,beleza_saude,23,565,1,1029,20,15,17
4555f012f9764d3e5cedbe66cd24513b,brinquedos,49,194,2,1100,30,30,30
a59fb60fddcc72a9878b7ed5cb69d8e4,audio,48,424,1,200,27,5,20
869c418f22e0c0ed9207ff691f279e46,utilidades_domesticas,27,282,2,300,20,10,15
37318ccebb2ced72bd1b548b55ab4e31,construcao_ferramentas_jardim,55,2039,6,200,16,3,12
491cc3d85596f60cdc9fac9d202c9fb8,cama_mesa_banho,58,626,2,900,50,7,38
7af6ddb00aacf6c4c8ae69fadb858b80,perfumaria,41,688,1,600,17,19,15
36ea81e90d1292dcdc3ad8abb09c20fe,bebes,59,921,4,350,42,27,42
426844dd9ed9ae105a5d4b3f1e18becc,ferramentas_jardim,47,590,4,133,18,8,12
73caf722f1a3ff0dddd0b0aa162da0f9,cama_mesa_banho,45,283,1,1164,41,18,37
20a64c9ab614812a2634ebbd69bb4a02,cool_stuff,50,1490,3,550,100,6,50
516ccdc0667fe7e260156d1998ef9546,moveis_escritorio,37,1069,1,7563,58,65,30
d3c044bd42d84a79e3b0c42662806a48,esporte_lazer,32,3831,1,150,16,16,11
71a62950e363cbba0816448a733a58e0,bebes,38,1531,2,750,30,40,50
aa280035c50ba62c746480a59045eec4,brinquedos,56,678,3,200,16,8,11
62fde58e97724f8b7519f3789eefa33f,,,,,600,35,35,15
3e442d09f9dfef002aadf31960869f65,informatica_acessorios,33,1084,2,200,41,2,29
622bad99b4296aade0783ebecdd3fa15,esporte_lazer,47,1249,1,400,27,6,25
72a26085dd4fbd27f7206188081008d9,utilidades_domesticas,47,587,3,1000,28,12,21
1e859a053a2210cb74b1134e0419b1dd,beleza_saude,35,795,1,450,30,30,30
d581c7d5e149f946aa7e05b8e13e6efb,consoles_games,27,268,3,200,16,20,15
e85d91619b497e98754390b6198a9818,bebes,56,624,2,700,24,14,18
2b4609f8948be18874494203496bc318,beleza_saude,59,492,3,250,22,10,18
2a3539131370b3ac020dd5f7a656a53d,eletronicos,60,442,2,1075,21,9,9
9666f6aaf24141e6d17f7d56921f364d,moveis_decoracao,55,646,1,300,16,30,20
2052b3c5e08893e567c2fb7778476c75,informatica_acessorios,46,227,1,810,16,10,12
22594ba8fd9a72ad95d352929c821560,moveis_escritorio,31,1076,1,8450,53,50,16
69455f41626a745aea9ee9164cb9eafd,relogios_presentes,41,408,2,501,18,13,14
c9087c6bffed15d6cd627121fb818386,automotivo,60,198,2,480,27,8,14
96fda9a1e131e4c4f2faecacbf9aaf50,ferramentas_jardim,59,2032,3,8650,40,30,20
cec09725da5ed01471d9a505e7389d37,esporte_lazer,52,1197,1,2500,20,11,11
1b474c650cb9407d32a1e066937b68fd,relogios_presentes,43,548,3,381,18,12,15
91894be08b341b3d6228779d2a80ab94,papelaria,38,251,1,50,16,6,11
f2e53dd1670f3c376518263b3f71424d,cama_mesa_banho,53,236,2,1975,41,13,31
21538f484ba135893f2b51c8b8750966,beleza_saude,50,3929,1,550,16,20,16
96c1f14a0754e0f2c40523478a4075df,beleza_saude,49,484,1,150,16,7,15
84fad62439091ff986a3885bfd6d299d,esporte_lazer,46,3985,1,150,19,7,16
963022ab2afed8b12ad312739a142b07,moveis_decoracao,51,1244,3,700,35,20,35
2e513e110e3f95926fa3d1ac44444ff4,eletronicos,56,320,1,150,24,8,16
8ffdc77604396b5f0483e372aafe83f0,esporte_lazer,58,958,3,600,16,7,12
4ca054c4db947395a9f82c897d14b9cc,construcao_ferramentas_seguranca,34,1094,2,882,18,19,14
