order_id,payment_sequential,payment_type,payment_installments,payment_value
c272bcd21c287498b4883c7512019702,1,credit_card,1,97.68
588c0e3b460d83b9cd8a270edc0f4da0,1,boleto,1,204.20
57abb1f66732171fe6a0c44a796f747e,1,credit_card,3,138.68
7f00712c268844b83fbb7db60193e5eb,1,boleto,1,156.40
63a529c7538a58649327440872ef8b2d,1,credit_card,10,158.13
96ed110f6c91b349ff7ab376c8fa9400,1,credit_card,1,7.09
b392178525db3323c13bd67d9dee38ff,1,credit_card,5,76.57
f3c7f31502a61f206c30c674a4ada401,1,credit_card,2,233.04
7b73889e40574f23f35f71c026fb141c,1,credit_card,2,189.56
fb30f702a40235635b55552094ce6f88,1,boleto,1,199.49
290d464dc4d780ddcd120552cf21c640,1,credit_card,1,33.68
0b1ebd05e50ebf9d1fc97b8b1ed874b7,1,credit_card,1,68.95
c0c079ac0cf555703f5980f134cf762f,1,credit_card,1,169.53
95c5d1b9ef8c0cfe5851a7e8130b66db,1,credit_card,3,322.89
aba3d283b846a03d398d549db17b649a,1,boleto,1,26.78
797fd27a25a9103f01971d21853a0b11,1,boleto,1,192.69
9d32e14ab99f206e6f8f2b6ad13baabf,1,credit_card,1,434.24
e78cde66f03731202b0f5e082b0b0cff,1,credit_card,1,24.23
1c19fe562ab8176385b8e5fb6566aea2,1,credit_card,1,135.66
81928f41f8a362d614d4e4073d24de07,1,credit_card,3,804.72
ed4d57b2d881e813cf0b801ab17987a0,1,boleto,1,141.51
8507049ba787aece6fadc233efdbb0b3,1,boleto,1,66.06
ab588e77cdbcc3d63e479ba2862256a5,1,credit_card,1,183.89
be604de4ce5e2e8658c03895db0621a9,1,credit_card,2,44.34
e8ab4523e5661e8945b938ccc4d89553,1,credit_card,1,88.76
800e1eb8758f73d800f1a4c6fbad186b,1,credit_card,4,199.90
b82ba1f1f32eec47bc90651a5bb6dbbe,1,credit_card,1,27.77
15443e6c36bee0191bba44f93f55c1fe,1,credit_card,10,807.47
41498083868bfdab3ed24190348d1929,1,credit_card,2,192.50
e3410c1b2ebfc0e23849d9fd01056878,1,credit_card,1,15.38
aabde6ea676d05113f63f0de161b761f,1,boleto,1,38.01
ce4dab31cebede7c9e9e105a56277fa3,1,credit_card,1,34.80
75b05e38b715aadaa9c0d7bc41e2765d,1,credit_card,4,41.75
4db5da9151e0364d293923ca4a48d976,1,credit_card,8,164.79
ba353ad7c7f218cd458bde871ae720c5,1,credit_card,6,336.10
084d2c70d33f8b9a1e21393471844591,1,credit_card,4,55.59
3e153abd068ad6638364a06df17cdc5d,1,credit_card,8,204.46
030106c028266ae3345eb9bf6dd790c1,1,credit_card,1,73.65
02b8c16664d3c254052472397ae6d244,1,boleto,1,121.10
8728d50cf8a703b24a9f7d755d9e40d9,1,credit_card,3,70.04
723e462ce1ee50e024887c0b403130f3,2,voucher,1,100.00
83fb83d45702e06d5d5ddbcfd0b8d2a0,1,credit_card,1,163.38
a10025dad19bcbddfb29902513f39ca3,1,boleto,1,114.90
107dc783817b4509bdbe7e66998f5a24,1,credit_card,4,42.27
a0224d0bc0030c9226e9613d6561a7aa,1,credit_card,1,73.96
4af8a8384c4092c4cf301aaecfdb5007,1,credit_card,3,101.26
ecb4d57a1f4dabdb34dcc3ddba82bc51,1,credit_card,10,376.04
de3bee1ce2ff36750efc09a389ea029e,1,credit_card,10,136.60
db37a79f21c59753d1ba93cc44d6cc4a,1,credit_card,1,34.13
a30f5af56b85e9f22df0e5686c66a627,1,boleto,1,305.13
d8f135a040950408cd059c27a623bd97,1,credit_card,3,177.39
1f18d6138f5af59adb5a379ea575d555,1,boleto,1,69.22
9cd721f408e8bf94b981ebe34f7007c4,1,credit_card,9,93.19
e6f1079796c9aa6e372d9c759310b5c2,1,credit_card,9,181.91
44e38bed584d8533aecfd6018f420f82,1,boleto,1,259.56
34688497162fbb53b24e10738f912fa4,1,credit_card,3,153.55
762f77c76e347a456797effdee512496,1,credit_card,1,85.14
de11314f84cd5578a36ab8312ab5b5df,1,credit_card,1,180.32
1dc23ddb9b0da103fa2b711855d60c76,1,boleto,1,157.70
b11be1ce9a1f9812763eba8c91fc84bd,1,credit_card,2,159.96
bbec914f0b66a98578b9d47f241ba92d,1,credit_card,1,53.82
9ce40c402845819d3d1c88eb10a41e4a,2,voucher,1,10.84
835132b61f09eb393ea7fb85c61bd572,1,credit_card,2,73.38
b8cddbe53f3a227da27064bc722cffa3,1,debit_card,1,182.98
9ce40c402845819d3d1c88eb10a41e4a,5,voucher,1,10.81
51b0dccc8596ce37a930dff2d63a10a2,1,credit_card,6,117.68
67b464eee8fa44d78ac019e09dcc25ee,1,boleto,1,129.82
0b47f5e9432bd433f8c5cf64e60e6e5f,6,voucher,1,20.00
56c93a3f93a1e7eb24ed51a6931dc488,1,boleto,1,933.70
8d48de810012d2cb59c59d5c4e0442a3,1,credit_card,2,89.68
732016d12d4c4281c465b63da4e2ca8b,1,credit_card,1,91.23
5ec0629d25d2736b943c5607137c5182,1,credit_card,6,137.63
38ceb430670a97a62dda6e748ec94f69,2,voucher,1,139.99
497dd86000dbe348d33b6fa239f2521b,2,debit_card,1,37.26
4cbf4f8f95033da28ecc48d007d1b49f,1,credit_card,10,151.05
aafa42c99c04de8208303c4dcf9a4e4b,1,boleto,1,118.48
38e300c6758b36eb5bb0234a3ac1fe53,1,credit_card,5,278.24
2cb80b6bb30641c14665e1bb8a910872,1,boleto,1,30.53
e680246ff33f65fe221f0e11128a4778,1,credit_card,2,50.26
f162b64870a8b725213ab6ad3007bc6f,1,credit_card,4,45.09
ca4c4373c93ec75ed15c1dbd97278ddb,1,credit_card,3,160.51
34fd3e758f03c7fe6169308d0fa11582,1,credit_card,6,180.62
aaf7224fd4c85294460d9c42a803a7a5,1,boleto,1,85.38
658677c97b385a9be170737859d3511b,1,credit_card,1,222.84
5e5fed142a552be6d6f1e04a800446d6,1,boleto,1,85.14
fb746a5589147f8645b6c4adec4fdbdc,1,credit_card,4,450.53
24b54d866e249786f29f8ffba3f0d003,1,credit_card,4,113.11
4e2b00bfdaa0253f5d2836299868634a,1,credit_card,1,105.29
0b87d9e59c7c19b041fe36e77aa33a42,1,credit_card,2,64.62
4f53648717b48854fb9db283e2cf5d27,4,voucher,1,10.69
830f12a85d0bd0678bb5cbfe58b68cf2,1,credit_card,1,84.49
612d5630822f4796875619b3a6a7b481,1,credit_card,6,124.41
2ae6e5a2da4078c84661d1289e22742b,1,boleto,1,45.86
f393b5ab60dfcc6d8c8000240a1a230f,1,credit_card,10,149.88
0597a201736db0915eac0e92b5e0f6d9,1,boleto,1,111.89
0a9c633395c19d5fa38b9e5313db37a6,1,credit_card,10,1025.48
883915e4c377d6f9192fad3ae5d4374c,1,credit_card,3,180.86
a67bbe8654df3531b7c870495843dfb4,1,credit_card,10,152.11
ca4eb4e29e846ee17d6d1b96b28acabc,2,voucher,1,34.04
e309561688d0e53d29a039914f51190a,1,credit_card,1,64.09
d0bec96aad189992b278688279ba1511,1,credit_card,4,99.90
962f38a7552486ed03fe72fb4ddcfaee,1,boleto,1,47.50
09bcbc199f0fa4268cc0122304696ea4,1,credit_card,9,96.22
1ba067e676f52a18b8b2fdba56eecae7,1,credit_card,5,284.90
fa584838f0f64e25b892b5e883b2c606,1,credit_card,1,69.13
b643582fcd5b151f498b5383a0195f33,1,boleto,1,80.87
29e51ca4b5b37a60b607bde44f24d37e,1,credit_card,3,192.98
3860987243c481275152ad76e491c663,1,credit_card,8,173.82
574f906eedf477adaf3507222887d81f,1,boleto,1,154.53
04d49c33fa60bbc46ab8514d0811d0e3,1,credit_card,1,46.56
64d142a53c93d55b6809d20d06dcd951,1,credit_card,3,113.97
2d78939bfc4d766dcab37fe477841c1a,1,credit_card,1,138.06
e935ce70219fca7400f41fa9b59aad56,1,credit_card,1,111.61
b0459878e11dcfafd042b81083011548,1,credit_card,3,187.73
4146a8b684caef22542409dd06db0d32,1,credit_card,3,165.70
bdd388b78e095998453503c63b83e280,1,credit_card,3,56.68
f5af61697fe43fe2063f350ab4e80fa5,1,credit_card,2,109.07
112e22ce5f700d2155befd89a15b4a5b,1,credit_card,1,46.76
4b5893f13b0e06d63d6a27fd04544deb,1,credit_card,3,139.97
6cee580f42792d77f81c03cf6aa73423,1,boleto,1,217.61
e53a8a6728d3ba5c3662929455d7a6d3,1,boleto,1,76.51
4316640980023505d9d103d3040a85a5,1,credit_card,6,64.86
2305ed31728716b03cd76aef3ace0377,1,credit_card,1,131.62
38d267f455de107fb8f352cf99d2042e,1,boleto,1,112.30
6e089ddde2c178b6b61fcdda22c9e84e,1,credit_card,10,188.20
bcc354647b3aa17143479db9c57f1ce9,1,credit_card,6,206.99
5a00ef28abf9645038a7d37c1639d2c2,1,credit_card,5,200.23
3c49ac24936ce58ff09050d9878c2130,1,credit_card,2,111.78
aecd12eef9fabbbde3ee307934546868,1,credit_card,10,148.79
bdfe267d7e21481ae5368d063e313f6a,1,credit_card,4,45.73
00d85bfe0e28c91b69d0fe1f29255a31,1,boleto,1,203.67
82b78c893274e1819b2b91866ec11014,1,voucher,1,88.49
897fab0704eda65c69520010b02a3fee,1,credit_card,1,52.05
6553bc307b0ce8eded2609f0008ae2bd,2,credit_card,1,13.90
0dfa86a9022c9929b3d7311150151f68,1,credit_card,1,87.39
4e797467960184f4812ea77710c08b05,1,credit_card,1,45.09
3c3578cbe37cf7af07897091fa676eb4,1,credit_card,10,2009.62
6c187850c87a918e0ac628d5ffd4d75a,1,credit_card,6,157.72
ad36f179defc59af185b045c6e700ada,1,credit_card,10,153.39
b4ef4b05fef13db5a94b0ccd497c521c,1,credit_card,1,119.18
d129a390b12dad8097fca575b31aba6c,1,credit_card,6,198.14
d5b46fd2be0ba3bf45e214644d17a97e,1,boleto,1,38.78
ae15bf1ddb1e3e96132e81c6c7fbf7fe,1,credit_card,2,94.58
a49146f414b54879adb68c422428a68e,1,voucher,1,5.01
3e6c77a5839517805ed2f8f80e7d9054,1,voucher,1,21.38
3a50c763032329859ffb4b2812960c7d,1,boleto,1,55.09
75acfc4ebfc9ddb503a29002b31d8d80,1,credit_card,2,181.03
8fdc42676c9c6c74c4f8f062b53ebafa,1,credit_card,2,142.14
097dcfb34c6a0d697daa747d943dc1e8,1,credit_card,3,188.20
c844ef91766997bb8837db54617f605c,1,boleto,1,58.32
bf3a60e4735ec22f0cb309856fedfdf1,1,boleto,1,87.14
dae72058c85d67deae51d329e5b5938d,1,voucher,1,24.90
741653b1b2d0d37c62f1a1f90e93f02d,1,voucher,1,727.88
701ba4e30193470253a5e099210a2054,1,boleto,1,151.84
f94e0e7c18de77db38fbde857fa75be1,1,credit_card,2,172.84
9ce40c402845819d3d1c88eb10a41e4a,3,voucher,1,10.81
3b48b36a80274ce463ba3def46d6f998,1,credit_card,2,155.73
60f2ddc8d4430b5d01a1b3aa873d2d03,1,credit_card,3,65.54
f1b1a53088d15140959d9ed6d98c7107,1,debit_card,1,85.16
2c6d44f01372a531867c811ec5417ef2,1,credit_card,4,46.96
6a41b5634ac2837b5b88bf9796f9021e,1,credit_card,6,169.61
95886fbb27fa9240539af22614117003,1,voucher,1,207.57
0cf3d6e83dcc1117999a235fd6dae842,1,boleto,1,112.62
b211184b294bc46861ba034d76f2bf79,1,credit_card,3,52.69
f2a150c813c1eb96fd1883c1ed8fd9e5,1,credit_card,4,183.91
7eed6f14f2c4d4696bae38c70dd523b2,1,boleto,1,94.39
20ea67720234d8e46c6dc89f8b1dc16a,1,credit_card,1,35.81
343d749914bab05f8c752813a075ef36,1,credit_card,2,141.23
03181fddac1b424c893821ec539b2abf,1,credit_card,1,15.77
3a3f6aa80241caf165b717419017abc2,1,credit_card,1,45.00
f6cf20d8d6692cf6d99a4db211c2f891,1,boleto,1,54.09
0f12cbc174814d0b137bb00d87bea3ee,1,credit_card,1,58.90
e3852ebb9e79c3422a17692da2c89ee5,1,credit_card,1,66.31
e37e8b2274cafef8334e4f7f8e2eda80,1,credit_card,5,268.99
63acd83008c876f81771b79ecaf7e27e,1,credit_card,4,186.62
60550020e1d493392c427942b5ddb37d,1,credit_card,8,103.39
457ad46174cf848b645e2ebe12038917,1,credit_card,1,107.28
4f45b64cff81907c56fcca5991321f97,1,credit_card,3,111.84
14b28f4fb9a1df2b37343827f4ee5a33,1,credit_card,1,39.78
ae7dc97e75f7b915af6ef838d96df18a,1,credit_card,1,435.79
6bdd3d39bb6fb16ef69ef3141a3b13f6,1,credit_card,1,34.78
6b9d30f0b006a467142d46f2280c7fe7,1,credit_card,1,41.42
d447462f58938dfc50467353f88655cb,1,credit_card,1,96.65
2cace2864447738573effeabd83eaa32,1,credit_card,6,568.48
d599833347cf704c11f7abd88b0f5194,1,credit_card,1,206.66
b072d6d510b1444975b212db037ab429,1,credit_card,3,80.20
65377f2460bd19606a6279134627ca05,1,credit_card,1,46.04
55cb20782f4a6b0174ea7afdb736265c,1,credit_card,8,246.80
b89f21041d3c9c9b84a3c6b65b7ffcdb,1,boleto,1,48.09
ebaa42a79f2add158467770ca61a11e0,1,credit_card,5,202.98
a887a98a44fd41090859072971661ece,1,credit_card,8,235.83
106d8484bb6bb4ff239daff27fc4feb6,1,credit_card,1,28.00
55b360b9aeaf1fcec58a18a82b21b957,1,credit_card,8,211.01
55826c853b7245fee48da8b2539b6944,1,credit_card,4,321.57
5ec17d5853c4bad3b18adb6778b3ac0d,1,credit_card,3,236.70
b93e694316954c82db60cf84faf9c694,1,credit_card,1,64.10
b4a90f27b4f23868d8fc84e9dceb125b,1,boleto,1,202.91
79e2f7d45aa63a71363003bd1e16f081,1,credit_card,2,85.24
d7d3b787cc498b66c8bdbade64d9fa98,1,boleto,1,48.34
2d9ae61d3fc718533956b7efca0d632c,1,credit_card,3,189.35
7254b66719addb416bd46b5f01fbfa67,1,credit_card,9,98.23
e95c17e37b96427efd69412b0cc4a881,1,boleto,1,45.86
5d1466f38183f13f22491a21c09982a1,1,credit_card,1,72.56
cd073a09b3f9f8f60fe4b7aa998f2ca0,1,credit_card,1,75.52
a62bfc6bc99b59ccb234aa5366297fcb,1,credit_card,2,207.73
51f35f39bf5cf70713cb1354b2616e07,1,credit_card,6,864.84
1710114c1a278545964b28b49d85a2a4,1,boleto,1,62.41
0ae08ad3fa90d3854fb8e22472d9b1a0,1,credit_card,1,76.36
e3406c9214774d66295ee5aa96724ef6,1,credit_card,8,235.74
b3a5244e63837c138b11bad69f104bd2,1,boleto,1,177.43
bc1719cc645341cf9ae61983e31f26bd,1,credit_card,1,33.17
1d28af766063913e28a09606c0ee6fee,1,credit_card,5,161.54
9462e7a4367175b2b6f56caf761c6df0,1,credit_card,2,40.09
7064a07883ee3b4bb82d7252c3519546,1,credit_card,1,19.33
4b3c7f8318b056586e0407857f44a136,1,boleto,1,63.78
c6e183c4386da59878bbec724d046491,1,credit_card,4,122.97
b9e59da979fffff5191bcc3345de9127,1,credit_card,2,26.78
0c71a69769943ff74326682f85d34be9,1,credit_card,1,102.37
54536bfd6c2b325ae1b6c94e14aef912,1,boleto,1,91.31
45ca85d3a9ce8406d3291753acce966d,1,credit_card,1,78.64
e7938bd84b6b7a281bce96a5bc2340f8,1,credit_card,5,155.98
34c419515123f11b048d07c0f8e4cf4c,1,boleto,1,248.86
ac57a5e116e95f1b04e07e0b57a5f6f5,1,credit_card,5,250.70
768af91be1cb476b3377ca5adf097203,1,credit_card,1,104.59
d885635e019669c17658a0f898cf7dd6,2,voucher,1,55.05
9b868eea4222da7b3b56036ba3412cdc,1,credit_card,10,265.73
d4f0a2e6724782ffec52257b637dc928,1,credit_card,1,43.62
cec31771f7be596e463066dab5db839f,1,credit_card,5,545.08
095e9e0811476409362d72fa70d73a6c,1,credit_card,2,99.01
e9977cc6d0f97447ef0f4fcc2e082fc8,1,credit_card,1,85.15
676e8e8f2f7d4d644019e9aac8b76ef7,1,credit_card,2,173.88
fca69dd3e60777ea363bd9d95a9bc86b,1,credit_card,4,48.09
e5ac19b38666500c28341ce6d9bb889e,1,credit_card,4,180.37
a5a854651cfe0d8da9f1669266fd4063,1,credit_card,3,101.18
a9b40a5190a294e3d8f733c1caf32934,1,credit_card,5,97.51
581b53cbadd804220b785d243c6b0ccd,1,credit_card,1,180.30
46bbd69cb8d68f6c34fc754e569b4630,1,boleto,1,53.35
a312bb85adfdd8a06eff1dbd25f527b7,1,credit_card,10,511.02
fa26763c58fa3379d19525e7381fbdff,1,credit_card,2,179.76
f15a9d9b458aa040e6c47b6bb2311fb4,1,credit_card,10,235.64
f0a3681de8bc46b204500087357b2a89,1,credit_card,1,10.92
8712dadcec00a4826a72ac3431a3ced1,1,boleto,1,182.98
f45fbe1612ac86ee79745d5cdd1ae56f,1,boleto,1,55.78
64e0ed97e04ee5c08429934ecab18de9,1,credit_card,1,71.53
0877034e4780ed6345f93f2c0e0d48ec,1,credit_card,1,109.38
de28971a284d4d1aef005e7f16b36a52,1,credit_card,2,103.64
086cb9cd0cf7067d77fe09f31620a52b,3,voucher,1,50.53
2ea830e178fb91c939722e9cb085383b,1,credit_card,2,152.28
2e3258f81be08e497abb202cef0c0303,1,credit_card,8,317.57
00471463a6106056c1a2a809f70de640,1,credit_card,5,265.96
5a00b4d35edffc56b825c3646a99ba9d,1,credit_card,1,157.13
cb34150c7912c6a848be6a756d4e97b3,1,credit_card,4,229.99
771596702a2e0245fb67b093182acb03,2,credit_card,1,11.11
204e562a760b68ad78d5032698bf6840,1,credit_card,1,230.40
7c1874537dafaf7092ff655e2d8f3ef7,1,credit_card,2,183.98
cf1b24b9c3eb7257436b2e7b176444a8,1,credit_card,10,101.13
07c33a9470d0df2a30cc8a8ebd0288d1,1,boleto,1,95.20
6b46cdd08224cbb894ae376f13c7062b,1,credit_card,4,94.39
586acfc7e057938293e006ece947648c,1,boleto,1,67.36
e72598a24e84f85f6b47b99c7fcb32fb,1,credit_card,2,45.27
a82c960297e876b31d23af8b437f54bb,1,boleto,1,136.61
9c5b6f458d5e5f8e372c112f8b658af6,1,credit_card,1,84.48
84b493c33c9917471d9c6322d3c2c4f3,1,boleto,1,181.33
7bfe238bd2ede94073ec8c6c64509b90,1,credit_card,1,137.57
e49d0607832db7c3b1343764225d8df6,2,voucher,1,42.50
584c738e16c8bf7f525160ad449e103a,1,credit_card,1,76.66
71a378f8b8ef5f17a1518d5bf92f57c4,1,boleto,1,134.74
fb0c01b2efee313f5231a89c4a55e498,1,credit_card,3,170.53
eea3254200d621b24b7741950693e956,1,boleto,1,54.07
e8df0b08b2d6162f2a109f931d0774b6,1,credit_card,8,236.03
71ff7ff9c86023f13d546d2e953d531b,1,credit_card,3,226.22
c621519092fd9754777ee79a0680a2ac,1,credit_card,1,56.87
1095806f851129963474b5f20d6520fd,1,credit_card,5,97.17
eff6d1823541bd02a75eb960685b0230,1,credit_card,2,262.07
33b8a7eafa31cf95e33395293a78808c,1,credit_card,3,107.87
bf912d30c6bc748c24a568e024cf1ec4,1,credit_card,1,32.43
6ad7cdd50237385fec54699a2834eda3,1,credit_card,1,100.68
a185e5cd569eb1436c80f83bae2d91bb,1,credit_card,3,285.68
3a096d99346df2d6c043165967ff011d,2,credit_card,1,36.59
40001f4b6e1a35f0b99fc4f44078ab27,1,credit_card,3,216.26
77df84f9195be22a4e9cb72ca9e8b4c2,1,credit_card,8,209.57
994a9a6b0c7666ed14dd7790ce98bd39,1,credit_card,3,97.65
319ccdc182a8c5d60b228310a6432460,1,credit_card,10,709.93
d99158c3b20bff0ca58c2aaf4fa027ba,1,credit_card,3,62.65
b9e0c2dfab4b400170fc1bdc4765a35e,1,credit_card,1,132.08
cf90a0857f3c111d3fcc73aea40c7d11,1,credit_card,3,167.86
07fc346abda30b632be799f5b4be2bd8,1,credit_card,6,231.67
0e3e9ace0a88a5472a5fa59b8909a8e4,1,credit_card,8,106.97
c6f6cbb3c845593222d5c594bb69c5fd,1,credit_card,4,104.34
ad430bc59db52b1f7522b6f19e669bc6,1,credit_card,3,206.44
02624f7cd7272b3e027320023dbdc99b,1,boleto,1,48.69
ce9ab4cfbb50936abf90ef14408b41c7,1,credit_card,1,31.72
f4660b7c97cbe88dc80816c67548c5ee,1,credit_card,1,435.74
f161d2927f0847f8fd74ebeb8a7b3a80,1,boleto,1,100.77
c0585e6e7446a97905280a732d27ac4a,1,credit_card,3,36.78
4ff26dfe35ac427c553216fc1441218e,1,credit_card,1,192.58
7312e901d22a5fa199104da9e0996c2d,1,credit_card,1,70.07
9021cf1919f615a121410790dcce848f,1,boleto,1,233.87
2f1d5b7529ef8603fe34724e65a9f03e,1,boleto,1,279.98
f4021afbf70a873e407181a0a76e64e3,1,boleto,1,239.34
9eda5cd4fa8caf92f0886bcc15b98577,1,credit_card,3,111.78
b74d9d05094d192b78eec20610faec65,1,credit_card,4,306.78
4534e0f076366321574b9b39f3c3ff52,1,boleto,1,86.14
e3be8e7970afa286e942ea4273061bae,1,boleto,1,82.21
407b45a96cb1a7bdc352d2a499647b84,1,boleto,1,136.75
477d714fae5a61fe245f9d4c7cebc2d5,1,credit_card,2,98.06
2c87632da2d3149c3812ca5da44418e6,1,credit_card,5,136.38
4d5cefeb0501de96acd522c3742d3d04,1,credit_card,1,141.78
6b8d21bbe1e219c7b5039f232ca30e46,1,boleto,1,71.64
9435ca9f9a67ac50e1fef5dbd0c29518,1,credit_card,1,82.03
0f884853f408247bc673050f33f2c5e5,1,credit_card,3,522.28
0f4100ceeb7e6c856edfbb660c06757d,1,credit_card,10,117.55
14b1311682489866d9a6b5c6dbc0372f,1,credit_card,1,163.78
4f53648717b48854fb9db283e2cf5d27,2,voucher,1,16.04
2ee7854c6d1ee4b64e27764b46dc99ca,1,credit_card,2,101.83
f96b5c312ad850920b6aed06ee8881ad,1,credit_card,1,45.10
04a0e5cbdfc606ebca72c5b78caf81fe,1,boleto,1,65.96
a7c17d3f5f5c9612a2bc81be1aadcdeb,1,credit_card,1,63.27
c67eb6f352d61cbfeec214480d5c6baf,1,credit_card,6,62.98
516b0fe870022210bab4e170fbf10ec1,2,voucher,1,17.84
bf5a44a0843a026ecf32a63d882550f5,1,credit_card,2,178.18
fd8ae066cb36d75d6a3679bb30370c39,1,credit_card,1,64.51
b0226a31a2297b13e23df75400c28d81,1,boleto,1,721.14
1e00c916d9813c0f523a32d1af47f5d8,1,credit_card,8,88.72
decd1adc7d738abad2902c966c3ef697,1,credit_card,4,218.27
1c308eca3f339414a92e518e2a2e5ee9,1,credit_card,6,66.74
67b2796561ac2c941f6daf9881b510ae,1,boleto,1,62.37
17186e8730668b50ac4582f8b54c815c,1,credit_card,2,151.05
