customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
fc6970358133b4ddd73d4fe57cfe6737,f1d32fc4daad97978a28051b160ca25e,71015,brasilia,DF
56b4e0d69de2103592f10d1e63fec834,3d5ee12ffbcb44147038950c94c9e78d,75390,trindade,GO
48ca574e8c60c5f14ac63cb32a266880,e1a2ac153f284f24195dde42b85f982b,89652,ibiam,SC
ddfd8d13c24e4c70c557721e3911ae83,c4a615a0882a12ece3f6ac5ffac33799,13260,morungaba,SP
e0122fe0b17a97af3a4e8b5580a06bb1,bf0754bdfa216fb85c2c68b121356b29,03951,sao paulo,SP
d247c3419a9aa4ec6ca6fd6ae2fa24fb,a5435b46270f8d38b6fb22205426a32c,45900,caravelas,BA
00acc750f0c2bda99b95c4043ff1e662,308eed157c50c58cd2d795eb5f1e096a,36061,juiz de fora,MG
0089c34393989276de67746531e0df21,320388520e5f7afe7c97489ea2732796,06397,carapicuiba,SP
e0ad0d36082194b476d7b15e1bf6d561,07dd39490fc02f43bffa332f3e02aa57,18550,boituva,SP
c3ab592349e6996a4568be61ce122ed7,5a9749306bde2b86113efa96bbeb201a,60532,fortaleza,CE
ac0d00f96a6aacf450f7760968d811c9,c170112f1a61a5f02ae9ba985847b58e,04445,sao paulo,SP
40443fa34ffdf6e08864f0e327ba3fd5,6bde5766756765223f0bd48e7d122e68,02558,sao paulo,SP
b94afa1536154b937c32785ad8263141,aa0b2eaabf40dd1b26af1f47b7d42865,13841,mogi-guacu,SP
f2bd2cabe7df5eb5e8330b464942277d,a80d1764fd77d5b3ec819cbea3a82e22,05773,sao paulo,SP
3598960a3a0a4f66538e48e4335c3e1c,be4d6db8dad5b197b36dab8257922a8d,78810,juscimeira,MT
87d9342da9faa41e0c4d640759318436,b5f0e2f8f8ea3f40af995fc989810058,96211,rio grande,RS
eaa27ddbb78c8c390b40a0e075c568c4,d74b96b7c2d42983d4eb6cac90a0d102,72333,brasilia,DF
465b31d7c23135270135b437d3d15fdb,99eb07ae933cee8b3f53b7a7d2d6facb,26042,nova iguacu,RJ
a1719762c10f68d33412963f65d7efed,a72c0c82da664895fb7166d9e0a40368,04476,sao paulo,SP
15963a62cb3a9bcf6fc25d700bc8a8d4,33430da42f59d45af1988cfb2b9ba1ad,22750,rio de janeiro,RJ
ded50eb532c0c1903c0835e0d7749b97,9dd61cb921a00bb69326c00204f7c37e,49490,poco verde,SE
027a90872a3f917170f2e2b912363e88,c499f46cfaa21b18442da5fd70b6115f,13049,campinas,SP
1ee7676535dc405dbb88977050668100,763ee7526cfb0c0cf9b56d2990a5608c,20250,rio de janeiro,RJ
d9e3c7044790af66009e070dee9d23fd,3d524cae0ddfe0e918f39e7e8ab49e8b,04317,sao paulo,SP
5fa1a866e30c0512c4bd4daac4da1979,eca62bba0746cb0228163ee488fc2467,11020,santos,SP
30c94c942e84899e8508e065325e382d,40fdb731f416e141a80418867178b510,24723,sao goncalo,RJ
61847d5cb08c718da12e4085960dc729,9f56efdf646831c601aa6a57e796253d,83709,araucaria,PR
29b458c3156da95a3f75c5f92ae6826c,549a24530925587e2faddb35f667e458,13905,amparo,SP
c13461c34442cfffeda43e3f435d6d1f,44b76ab07760c985447a53e4732aaeab,37563,tocos do moji,MG
3875a06057658fadbb8715a4f25eeaba,8f807a098d7ff86f7d03c933ea035ab7,17515,marilia,SP
5ac5afb9030ae1388a544ef344997cbb,928d3128669ede3a38d1620aa7b1120d,54220,jaboatao dos guararapes,PE
16c0611f3a08c752bf104023af02da40,1bcbeccb2851888f299cf9a5dba8553d,15801,catanduva,SP
7b35de71a17b54fcc4c346901b06e7f9,b201f73880d198e069bbf3f13caed711,02845,sao paulo,SP
b5e540c572020f7fbe4801e8f0a807ad,a4fd91dd92817169a032d202f2c1aa06,39860,nanuque,MG
0d5ac8dc4bf26eead9e5262d9da7abbe,13f6497d6db06969e7c7a10c914e1a6f,45201,jequie,BA
ed41fe754f77becd2c70896dcc967aa0,827b19392982299876c0aca1f92208c2,29949,sao mateus,ES
4960d46eadbcd842a602b726ed33d85c,ca3b7b63c1de7436540ff39d52ffe9ff,13321,salto,SP
951034aede95c25c0108682c6253fdfa,793f775b1fdf09c2825522d411490094,55930,camutanga,PE
6b749659e420100652965c9690c82e91,37ae58e18d929c7d9b35cbde0e19ab1f,78310,comodoro,MT
f2bd912dcfcf35f4ed1c60688bf4705d,759f139e3c6deb5c492243ae1b7b984c,11740,itanhaem,SP
2c32dba7a49f14ff6c477b91e8a7fb06,27882b4ede2bb2b11fbd9aaaa970a666,01047,sao paulo,SP
0800b1a9b387519a58e8905f745f5f6b,afd61f0b616f86133c62c8b804665995,60541,fortaleza,CE
80f248b141558614b2049ce6d47a13d6,bed61eb682075f1126ad0dff626926a0,02863,sao paulo,SP
16204c2d6dfa2b5ab37b70091272a174,71ed1965114a16482546b76995735cf2,01207,sao paulo,SP
10b157911f208e4c7a66b91bbc9c351d,b845284842e6dfeed9c0cc942eaaa701,05572,sao paulo,SP
3854e2234eed2d10978e229b5ba9d738,dde9a2ce5a7a425139cfd298fcd62ec1,13468,americana,SP
a901af1f4feafd5dc0c514b87d320d21,fdbfa68417a1a67d0b786b78234808d0,04209,sao paulo,SP
6f62577ec274bf21119f355851160753,94c62f4d0c18ebca73aad98f17dc7e20,06714,cotia,SP
251a9ae4d295b0b2db74f27d8217b922,43849878f47ce035e165e820b6914ac9,20541,rio de janeiro,RJ
c19f7a6ff12999a4f736969f058f84af,193724657ce8f22013ad1d1c480ab7aa,12603,lorena,SP
f6200ed049e67d0003e8ec5cea1eb13d,b03da8a82f4cfd9967b23375b91b6a87,25976,teresopolis,RJ
16187b81e2a6985dfa773e06a9f4eb8d,e905fdee8264b6318b4ad90a3775c8ae,11510,cubatao,SP
fe7cca8488ed19952d43c39f4a35ff89,4650b4a45eed3168dc3155a923cf02bf,27345,barra mansa,RJ
d566b2a7d9a57d0a5b512388c7fc200d,cb4253d36367737b6baa4f8ca58fac62,92120,canoas,RS
e6db53dc3619628a8e024f3e1f4abc86,739209d88340a09d4f6d29cc809daa67,39900,almenara,MG
9cff8d557e02418fe939f23fafe35735,a7547e6f596bde81048df8859f5e2df4,58416,campina grande,PB
1b9fe118281922def1e4e536fa317d71,82746368fb04a9a9cc401ff05daac352,20720,rio de janeiro,RJ
9c964fe94972e8d6ee8498dd08d47b09,73252a53d6a47f20fa67b7a56f7771f5,78048,cuiaba,MT
93e860f59b9c3f64328ee86718f7612d,a889779509d4d33dc2edb4d1ad4bef38,13208,jundiai,SP
8515f6af4fd0d5f127ea032b8cd37a73,acc76f10b4920de6ce1a136ee88c417e,03508,sao paulo,SP
6b50e8e8f944c111ed859a1df91e8138,5ceb31e960b2c44e38fa80db623b26bf,25946,guapimirim,RJ
696bfeb907ce8c2682f82762a6ba2366,d8dedd752663d42feacad077fc319a73,99895,santo expedito do sul,RS
f815690ce9f030145547e14a9c544af5,9d3be73e208902906c59e9b4c6b793cd,38400,uberlandia,MG
b45c39cf7b53391bde6d542823f73ba8,293e6cdfb41c3c6f0d3d58b6cdb933ed,91787,porto alegre,RS
252cd97f480386c6a29c455a74852bcf,2fe7eb628ecde99ab8931aee6c614b5e,88036,florianopolis,SC
c9fbb89557c010578ebdf551bdb5d050,81a42a5e9b85c39c9dcf8087bb3d1341,65950,barra do corda,MA
ecbe0bf872587f3cb5633f2b5d9b9fcf,d060480eea297c26aca01bbd55b2805a,13870,sao joao da boa vista,SP
4d60b9bf2c64e3e1b29c297752050aa2,dce45a384a6b749722f5d324f68aa7e0,13571,sao carlos,SP
a67b88b996ddde574b43e59664dd61e6,fee7018ee174ae6480e1d729c567248b,32140,contagem,MG
7286ad26234d396b67e5bfa8245cec4d,a8084fb42934303a119c80f5056914ba,90040,porto alegre,RS
5d44b0796aed22e02ed55dc2d5ff238c,886612f0f03ce824eda890fc69d81719,40150,salvador,BA
86c0003573cc55927d66373f55ddbf6b,a8b21cb47af0ed65d2c4c9dfb03e2d86,12235,sao jose dos campos,SP
53421895d40d7df28d68c22ffa043355,2f3aabaf3f5d1e8a6c49ac2fdee3cf3e,07153,guarulhos,SP
ddebb2c1ef54d5d045ebfa082cf869da,7da11710b7b7aeebec5c91a6057c9969,13214,jundiai,SP
555b1e44ad963442f965bb44230728ac,343c00dffa1889d2e1c3979922c58de3,14706,bebedouro,SP
9ce954c266d631d96fca00f1eb740ef7,03b844f8f2bfba1e73ce0d1894807af0,29106,vila velha,ES
b5ea26f9ab823a7c6ce7f684dce02b48,23984a33d8788f851566e4b2fe549956,07197,guarulhos,SP
f2b049ff24281feb3783cdc603ce75e8,1a922c593edc0c31a83d0fd32883bd62,02734,sao paulo,SP
c5b7b3cf52a7611de3c6940025a26e2b,5ee6ca3b3964cbefb2112a27d0bca899,96875,gramado xavier,RS
4562a2d3bf681fef8f12d7c1c77a416d,a27fb7c59a5e6ecab45a6fbabafc5077,13419,piracicaba,SP
04d5cb41e92cebd0f1051d38c10f5ec4,ebfa7b208d48a86c037760d5676584b7,06122,osasco,SP
15c256d6576cae5d8a1e6bc20c3e5cd5,bc48a527681808922a9f84958a8d2632,09330,maua,SP
3cbc2f75bb5bd1f95dd67b5d1555a399,1f0509052d3043f28b3b508a7cebfc31,90620,porto alegre,RS
c655482e341138b41ea3240ccc43132c,27036d1c86d799c8d8ad95e02eb26c4d,25720,petropolis,RJ
3af72eff337f394f1da7588435bdde2e,c573683a21c3eb8633e85072e9e65a59,05415,sao paulo,SP
db58f016ec3ff9d07bff3e50c9ac6f50,df8fc9f5259ee77b678192c7c3879a94,06401,barueri,SP
2da3c88ac9284b3bf9bea4cb79fd0e47,b3ab1572fdb4a1c2e6862a3ea20e68dc,20031,rio de janeiro,RJ
762de17a4530e0d81d11141138505c4a,ea1911ed62148970629c4b0824f9061a,88309,itajai,SC
72ad3b059873841f4e0cc95d7eb93de2,6354bc4ea9af4b861d0b019ee10c40ac,23088,rio de janeiro,RJ
6b6432e5ac54b7e774417246c1e9bbde,cb957f961fd2d8502b97aaeee4dfc5f3,30190,belo horizonte,MG
58284e22c11c1cd2a52d4f25630a1ed9,98758d88bf4b8eef1372ddee45d63178,57250,campo alegre,AL
9a3aaf9447f2fbd34372e69398b2ede3,9107bdcabca6373f0a08e83943f19df3,01404,sao paulo,SP
06323e75b664e167bba52921c091ab2c,6d8496f43890ea29f119d050e6556796,38411,uberlandia,MG
7acf55df0298e1d2c31200fb4f6fb93b,54d7a15160876f86860fd741b906a742,39230,buenopolis,MG
6d68392b4769c127c8bff89994d745e3,815a6b3971fa68915c80101a220905e4,09450,rio grande da serra,SP
1d350be5c2a21f6aed74c0f3ecea8f45,dde44c6e0a6e6a57bca15a4b2892aba8,32672,betim,MG
5de1dec4d4b43067084f74e791749ea2,e775c778b71318378072fdfa7630195e,09820,sao bernardo do campo,SP
19bef044a4c1e074fa68239f24447a27,ad450c51ea517736f1ccd3dae3f1506a,17514,marilia,SP
33a8d776edab4135ca1a5f9b48f499ed,6289f600c5e334ca3787c785aa7fa075,05302,sao paulo,SP
c8f53bd76eb27e03f19ddf4681646c29,ce0b851b80f0deffc0ca0d74f6bb7eb4,08737,mogi das cruzes,SP
bfeb9df23321749fe2314b8a4925c8a1,fa3f62acad56a9478d8ece5275b6ce81,86050,londrina,PR
50e2e211862daf99d434538a985b5423,33235831eeadee4a8d2466454f9b6b15,05468,sao paulo,SP
4292ad887342214c93ed734b90355ce8,01d4d353f424ed250bf892af49d30abe,20521,rio de janeiro,RJ
5d547edb8110d2bfeeedbd045491ac93,7bfb4300feb2a2ad6bcfba76fca42493,20091,rio de janeiro,RJ
4ed298b95353f35d266831f8944d77a5,cc8652fa71314ac6af870726e9ebd4bd,57052,maceio,AL
220a1f1adf2be499250db06cd27d0a1e,fe6ceb39e4c3d9cff52e95de1eb671ad,26266,nova iguacu,RJ
29f4c5c4086d5058694817ba99ff6798,2441d92ac54268a961655189899f25ca,04041,sao paulo,SP
2d3475236fe57f9f651be1b918bcde00,40f0da18186594032bed8e6d57b32ae4,03968,sao paulo,SP
b1114c131b839082de98f115dee1369f,3296a0933105148c51fc8e068ae889cd,60135,fortaleza,CE
3a2af5f4c23dff0cf1ddb8fc10e2ca8b,78836ce3356205d3484b404fcb4441bf,80010,curitiba,PR
ab5c2303fc45a52d03d5bb515e446980,c584783ce1c8cdcad34f3aef3d576165,93260,esteio,RS
51114600137b7c46ab0384b834206dd1,efbe0ca2edda5df6bc5015e3a7382456,80020,curitiba,PR
4778a939ea8fd1445e8eced0ce1b4b5b,21674cb37277d64e40a9575017e569d9,13289,vinhedo,SP
f010f1ad40cdde76194f3c124c532db2,50d7ffe26d9b0c27900c2b197e66bde4,04296,sao paulo,SP
0702faf732d0bf1539d8808806133ab0,48ee1f8dede3cc1ace87b5e3aa3fd20d,06132,osasco,SP
da16a9b6d9f5be7c2266a76de19516e3,4d1d50c8870f228ed23b3e89bc126a18,13212,jundiai,SP
d15dc13c907b860a34a9475609231fa1,926f9c9e0109058c3c2a7d14b7409c2f,63500,iguatu,CE
c0be31fb57f9c3424f2207e69b48f305,5302bf78436ac5a94fe3a45af6170b8c,25935,mage,RJ
7dca0aae9d8b2739eae09392212f33bc,44f33f1e85a9c2fb86f0ecc6f9a74d4f,05329,sao paulo,SP
99174f8fd08e1daf113666a2ad3383d7,248c08a4db07e08b2ebca9196b69570b,21031,rio de janeiro,RJ
46ebdabde58535b8751aaf7e6f21fe27,ff9c030fb4209fbf442ae1368a6b376a,85905,toledo,PR
82dd7750451a28d1e779bac86391d1f6,7a350426024a624cef97f797c408db97,35680,itauna,MG
2e581e2fd057f25288a90c99d06ca1bb,990467c17e58f091ea4d6bdc020992b0,14090,ribeirao preto,SP
1778fcb0be86a03114cb65eb6dd45a71,f55b6904b17ba1ce20225793bc4a5c8a,11533,cubatao,SP
1ceac3bdaa825ff830917e131f85a2ce,da82880503f39199bab793986c0c5b77,29370,conceicao do castelo,ES
99b72b76d26475c4412b8d88c363b066,7b5c1689e5fd48554085de27aedf8285,29960,conceicao da barra,ES
09740ab7c2513db9cf9e691b9266d292,67f21e2b10915487ab8f220e102b6fc8,12229,sao jose dos campos,SP
08e5b7d999d037498bb7f2b3ffa1ef68,3702a031c0facbc9afe8ae0c7b7f52bf,72120,brasilia,DF
892b4b41830746635f341030c1564ad1,c14f81323998d7af253c78216ff68c65,04444,sao paulo,SP
dd5e48c0ef4682875574ee7b9c6c2f81,68f909b9de5801aa52b53d8ae352ba0b,39801,teofilo otoni,MG
87c5e6216d546c37debb656dc3372eb4,afa70e82ab83aac4042ab11185a61362,08735,mogi das cruzes,SP
9b07642438e9eacf96571117388677ed,7a93348c9618a6e9d155ab098399fd55,01453,sao paulo,SP
64bce8bd37d9f4b8a8d92264a086ba03,8ee3e85626163dbc1c57d7c4bf819185,12281,cacapava,SP
7cba2705c01b76fa986e0efd815d3b09,d1188dec6bca7728f5fce5f9dc4239b2,13145,paulinia,SP
bdb3e5fd8dc8c30b7fdbe43e818bb2ec,6f0121b5eb1d59e51ffef8e106ae40ad,36083,juiz de fora,MG
f34578af93a5e63ae03ebcb41e05e7eb,ecc3bfc3b4e96b792b65523328baf92f,04338,sao paulo,SP
75c8bc2109f5fb856317aad61dca2dfe,c589ce4c653991c65f29b41c74d50374,66060,belem,PA
92c9aea03108d38e89023741442b118e,1b9272dc124ad369147711c45f24f64b,50070,recife,PE
76a1b8441dfc958f668898b0825fd102,69960b64ad0d5746057b6f2c17f40db8,18190,aracoiaba da serra,SP
230787cbf8da57cbd10d7c223cde6f1f,ad1cb06f09b27e4773870d1f76a68557,13058,campinas,SP
6b9cd57e8da503b79dc6e58b438e77de,ee9075a8920482033d6003b4fcd420d3,79073,campo grande,MS
2b52fe2c8577aa99f7dadca0efbaafaa,af4fa1cf57ef7ad8c28fdb80f86258d0,87200,cianorte,PR
356c9b7649ebd5cabf095172e8801a57,493faeaff7409eead1e70f8f9ae06289,06835,embu das artes,SP
1b5aa8ce7a8e7e9f1254a47fca1c69b7,0b0e8955bcc0fcfdf121d12621fec614,06719,cotia,SP
d5ac978cbe8407b56fe9b45e0eb7ce9a,8e62c9c6686792f463cf4f48cae9eebc,12232,sao jose dos campos,SP
775e5b39bea2cf3e7080071ddbf9d708,bf79e2be560481b2e6014798b4331a18,13290,louveira,SP
8a863458d761a9b40faba0ea98094eb9,37d1cea760ff9b96298e678a10b02c85,24445,sao goncalo,RJ
d494cfac6c56cc4806241dff2b5e6704,5ca4f0e4b391b8c8dddfd7585e34cfec,20541,rio de janeiro,RJ
cd4fa374324cf1ea4103aa4ac082440b,3728af44e90137390d9128147469bfad,21235,rio de janeiro,RJ
cd1782de5d260d0a90737fb52bcf8a28,7c8284fefd28c44e2fe71c9c7bef64d3,13061,campinas,SP
14f9068e637206960a557817377830f8,a0b26b4f59b8b31147d0ef639edc36b4,63520,oros,CE
5a0dc6805a195218a4e448653dee4740,89fd593957ef80a12f0588913e78b00d,69915,rio branco,AC
fdf2f42ec3ca9c7b2443d1501ba9f0db,5e4ca0d8c7c19b45d5d6a1dfa776260e,11055,santos,SP
503c0a508e852f0479e3719b5816bacd,34f15eaffb86fbc89f0f05b534986c8f,06436,barueri,SP
fc3cadc0c1328b099cba58d281368351,8187563594e41246f8e959d4922cc292,75804,jatai,GO
d738c27ec39bc3dc997ca02f61c2616b,4a8c54de2f981958abee50ece6b93c71,13872,sao joao da boa vista,SP
b9223d6492555dae908f216435580a9e,0ea93f58e1bc48c6e86b79d2df6d51dc,89900,sao miguel do oeste,SC
f0506d417d677f27a31385b606bac44a,1b6d5b92615ec6c0d7dafa4002ba63be,13042,campinas,SP
7caae07d3441f77333b6e47ce323d251,b2c72d9d87482e5f6ba18d5a8c68a93d,24315,niteroi,RJ
b25733427eb5357a483382ac859982e4,3b80e017453e861cc1f13f9da20e4b9f,70658,brasilia,DF
62455b0f833019feeadf0fdfc3fbfc84,bf072be4d5640fd3d05d191a2845edf0,05343,sao paulo,SP
33895d210b7a21812669e1dab098d80f,871f04508eb8336a8e7a7289e8b3fe7d,17720,salmourao,SP
26d51363d20344386df9fb922a155a26,d75df1ae5a9ccbe03ab5d9c4430a24b9,36140,lima duarte,MG
520197ec7846ba49b688f810b5639b47,a6e635a920e7ca43d9453a21f416b44f,44085,feira de santana,BA
179b6269e3312a52257e0ae40dc5e976,75a8619f11aa2ce309bdb5875882a486,29850,ecoporanga,ES
74ba954cb6ddb61646da9c8e94fc6477,886f8fb8f2fe9ae95beedd6fe442c30b,08062,sao paulo,SP
bc544aa58e763853480832008085049b,9c209a3050ac652d2296e84a1e58bbb3,97050,santa maria,RS
5c2462d7cb2ace0d8725188fbdcafb8d,19e6d7335d209adfcdfce3210b7f6433,89900,sao miguel do oeste,SC
62f7542360ee7d4be52633831421ca1a,061165fb1124ef826ed9673358e41c5d,29930,sao mateus,ES
bd5c3a196a27361936b5ff684b567570,032ddb0b6d452c1a3eac72cf33ee8b96,72220,brasilia,DF
b0a138fd5010ba7c97075d71001e87c3,9b58367fe18e30599fa48677daa0858b,90420,porto alegre,RS
87593a30f5380e0ec6bb4ec3a6ac54b7,401035dc57a4e9568436320e4edcd985,20751,rio de janeiro,RJ
c5761e080ba22e9bb19972bd1d3901a3,d5fb0f227f7202204c85fef4ade73a62,48990,andorinha,BA
b041cec79db612cc381c5d8ab339fd99,08e477277c482ff7b46d7c67dd8bae83,07193,guarulhos,SP
9624e8e47226d31aa58b9628299e6a76,487c3e4ebb267a6826e3ac7271616918,08451,sao paulo,SP
4c218eca2a721ce320b45f9cd190d7b5,ac2a428ee8e0732d74df9340667b0f30,04080,sao paulo,SP
6a5546734acb8b5faa48ee38c4592008,a38fcca5b3208aa7978035fbab4a3d41,85902,toledo,PR
9151b134d8f0f1b7b46d3c9003ad599f,1c5cbe9cbf4551e15b5c3d345239af8a,30360,belo horizonte,MG
28b0260ad5c1c14102f3a9ec3ab5d6be,cf326c1765aeb567bd9fe58da1a1cc4d,87140,paicandu,PR
30ed8c586151707a59ba3bf07f050e4c,32bc18edbf54051bb71f14ef6c9557cd,24470,sao goncalo,RJ
cbe770134a298f4be223c178e2220c9a,7df57c69d26483ecdc9965e7df563b84,11750,peruibe,SP
1944b4d00cd7782e2302cb0c6405c0c8,ba097393e22efe1dd4e3a9433c1232ce,37925,piumhii,MG
f643e1150f5707c0d4136c51f9db6cb3,83947230de9d7dd167a59ffdc8efc11a,35931,joao monlevade,MG
5d6235d00d8bf6288320b2d69f1378ad,a418dae5b9f02ea5423d369a58a84800,96255,chui,RS
b7e072aeb3554b56de4934c9da05da1e,eb5d49267a0c78a78871217c248d6dc4,92320,canoas,RS
b21a7906cbe11eb7501347233fa7bc7a,d1541e53e28ec66ee0059fb085628f0b,11320,sao vicente,SP
0f95d722d19f40ee015d3795e618d02c,cf15de02c8b0213ed918c4431ba0ca8b,14140,cravinhos,SP
37e814aa0b2b15f198064bc42bc5886e,15ebccd5a7e89574bdf3c0cc0503f060,25015,duque de caxias,RJ
24c38fd30a0c822c183c67d3720f2c47,d7387efcccf0117830bf9c91913565c4,01103,sao paulo,SP
6565e3986825dc8741d0c41228ec6011,49eb459c45790eb86e9a94a927418fb4,07438,aruja,SP
0ac3e5d8a4a25d55e97ec2e592dd4b0b,cf84dd05532e0d88b3d578f6b57b5c93,20261,rio de janeiro,RJ
33c079892847267e01751ae4c018aeda,533f6a082e21c4886702bd9868385498,77695,goianorte,TO
093ce66d767ff676396051dda46332f0,0c767a3f86f2bf9b04ae4960fec401e4,02531,sao paulo,SP
b3ade267c69f240d19dfa6a302d0803a,531a1a612d4506e1752a39023655831c,36406,conselheiro lafaiete,MG
677dbf5ff3bed8560f9156c76f8d0a88,3b006751f006182dace8576eace9c526,75533,itumbiara,GO
33b0d5c2438d9cd6426c6568dfbb908d,5824772f55a94d6c06cbd5df136f5ba4,88331,balneario camboriu,SC
a1293e91d136444e576c0035052d1aaa,5d87f370b083b7cfdce4c254a6855d37,06864,itapecerica da serra,SP
9a12e00f66d6b5794f5825e62dc55a72,af9a735e918bd45a036e1a1a4cb67416,05821,sao paulo,SP
