seller_id,seller_zip_code_prefix,seller_city,seller_state
8b321bb669392f5163d04c59e235e066,01212,sao paulo,SP
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP
3bdff180c7e1f6551a643b99c265a120,04811,sao paulo,SP
aced59e9b31ef866a94f9e7f29d8d418,03306,sao paulo,SP
b4f8921fcc4ff77b66bea6dda43dcd51,95034,caxias do sul,RS
5194c22ed1f616ec0c0f33c571542879,37540,santa rita do sapucai,MG
cab85505710c7cb9b720bceb52b01cee,02252,sao paulo,SP
8c3b533c63cca56240f94f1e3a6b18ef,31050,belo horizonte,MG
1fdc574883ef3b33ad41562d93f3a74a,13480,limeira,SP
9a03a4e9eb0b947652fae4f6121a3f5e,15805,catanduva,SP
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
3df020b72d3d44b3af9d110fa3940b65,15704,jales,SP
537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ
cea729054f157f5870bdd321a958d994,03161,sao paulo,SP
955fee9216a65b617aa5c0531780ce60,04782,sao paulo,SP
0f0c984a4a955310903b6b6008660bad,14403,franca,SP
751bdc4d83a466c7206cd42e8f426b03,09405,ribeirao pires,SP
6a53b90c3ad9e0b56d9fe5c69165fff5,82220,curitiba,PR
fc4751cfe3b279c419615b9b00c1abb4,86047,londrina,PR
1fe5540d7c1c37a595fefbacd5570d9e,25850,paraiba do sul,RJ
ceaec5548eefc6e23e6607c5435102e7,03821,sao paulo,SP
e9bc59e7b60fc3063eb2290deda4cced,87083,maringa,PR
cb8bcce248bb1fb274ba762d8b971456,37540,santa rita do sapucai,MG
b6d44737c043328708f6749c2dbe50bd,09230,santo andre,SP
972d0f9cf61b499a4812cf0bfa3ad3c4,88359,brusque,SC
cfb1a033743668a192316f3c6d1d2671,18110,votorantim,SP
f25e239052084705e17a982bc600ab2a,01123,sao paulo,SP
d1ef48b38baca7e831711c4a0aeb398f,86800,apucarana,PR
259f7b5e6e482c230e5bfaa670b6bb8f,08550,poa,SP
f457c46070d02cadd8a68551231220dd,87047,maringa,PR
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
3d0cd21d41671c46f82cd11176bf7277,89217,joinville,SC
f7ba60f8c3f99e7ee4042fdef03b70c4,09628,sao bernardo do campo,SP
002100f778ceb8431b7a1020ff7ab48f,14405,franca,SP
eebb3372362aa9a46975164bed19a7e7,04578,sao paulo,SP
f84a00e60c73a49e7e851c9bdca3a5bb,20756,rio de janeiro,RJ
e5a38146df062edaf55c38afa99e42dc,01233,sao paulo,SP
f45122a9ab94eb4f3f8953578bc0c560,13419,piracicaba,SP
6481e96574816ead57975da2c0f6d80d,18072,sorocaba,SP
e8dba4d70f7f2b20e775d09cae01142d,13456,santa barbara d oeste,SP
48436dade18ac8b2bce089ec2a041202,27277,volta redonda,SP
1554a68530182680ad5c8b042c3ab563,37580,monte siao,MG
fc38b5dceee1a730fad8853453437fbd,13073,campinas,SP
ede0c03645598cdfc63ca8237acbe73d,14092,ribeirao preto,SP
ef0ace09169ac090589d85746e3e036f,24451,sao goncalo,RJ
87142160b41353c4e5fca2360caf6f92,90230,porto alegre,RS
289cdb325fb7e7f891c38608bf9e0962,31570,belo horizonte,SP
9d681c7e12db302cb261e721040dde65,80330,curitiba,PR
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
bf100ecb7997df312b285358fb32f92c,83070,sao jose dos pinhais,PR
3504c0cb71d7fa48d967e0e4c94d59d9,09350,maua,SP
fbc14c0cf93505ef89f64665ffa4a7b5,14150,serrana,SP
96493fab2fbb13a14d0c0e8772eef5c3,05537,sao paulo,SP
d4ffeb15b67e81ff9af2b4252d99fb7e,12943,atibaia,SP
f76a3b1349b6df1ee875d1f3fa4340f0,03275,sao paulo,SP
99eaacc9e6046db1c82b163c5f84869f,14400,franca,SP
8603f0038fe0e52fedd3382d266723de,88495,garopaba,SC
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
93b9a99027bd8bd6af682aff18dd19bf,07600,mairipora,SP
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
2138ccb85b11a4ec1e37afbd1c8eda1f,08250,sao paulo,SP
f46490624488d3ff7ce78613913a7711,07194,guarulhos,SP
ad420dd0c4f92f8af951ac24b86d0cf5,38230,fronteira,MG
e8b4225284fbb02d16f200513f1f395d,14960,novo horizonte,SP
f61c63d13f7cd800549d5acdd390ae72,18185,pilar do sul,SP
c8b0e2b0a7095e5d8219575d5e7e1181,08598,itaquaquecetuba,SP
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
e59aa562b9f8076dd550fcddf0e73491,82810,curitiba,PR
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
73a63f72308aa20a46f4b1632018f196,82510,curitiba,PR
f62d7bb4a613ec758a03342d46b580b2,36570,vicosa,MG
55a5b51f93f2b70ea513f5a047b0262a,36301,sao joao del rei,MG
8a432f4e5b471f8da497d7dc517666e2,19042,presidente prudente,SP
20a8b0dc55da94fe74d112082427c84f,13312,itu,SP
bfd27a966d91cfaafdb25d076585f0da,13930,serra negra,SP
04e38a233f726ef161074ab1c9b0399a,01239,sao paulo,SP
42b729f859728f5079499127a9c2ef37,03910,sao paulo,SP
9c0e69c7bf2619675bbadf47b43f655a,12230,sao jose dos campos,SP
6edacfd9f9074789dad6d62ba7950b9c,07135,guarulhos,SP
3e8bd881d92466e63ba9e3e809cd3c50,20751,rio de janeiro,RJ
ccf8813e5a7d6c84d865cd38bfc2b130,12080,taubate,SP
8d956fec2e4337affcb520f56fd8cbfd,09780,sao bernardo do campo,SP
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
138dbe45fc62f1e244378131a6801526,02215,sao paulo,SP
5058e8c1e82653974541e83690655b4a,08583,itaquaquecetuba,SP
9674754b5a0cb32b638cec001178f799,04438,sao paulo,SP
d3dcf0604eabf0224fbd5948b5e02f69,03654,sao paulo,SP
49067458c68f7701fd334ce326accbe0,36050,juiz de fora,MG
dfa0c4c6229ab200a4a1336b4d7128ff,88085,florianopolis,SC
2cb6eb1b7185064167657fa09f541105,34710,sabara,MG
6c7d50c24b3ccd2fd83b44d8bb34e073,19025,presidente prudente,SP
3faf68a3b0af94b10bac70d86077be49,13825,holambra,SP
05feb94f19d094d4b0f9281f0b1d4c99,08752,mogi das cruzes,SP
5cbbd5a299cab112b7bf23862255e43e,83324,pinhais,PR
ca3bd7cd9f149df75950150d010fe4a2,04361,sao paulo,SP
323ce52b5b81df2cd804b017b7f09aa7,03306,sao paulo,SP
b6f52e346160519c24a23af05410ad32,01254,sao paulo,SP
1caf283236cd69af44cbc09a0a1e7d32,26020,nova iguacu,RJ
ba90964cff9b9e0e6f32b23b82465f7b,07140,guarulhos,SP
20d83f3ef0e6925fd74bfd59170babf7,02804,sao paulo,SP
32b8764b4ef628b53608fc34011fcc13,88504,lages,SC
0432ead42b6c8a0bdf68154add917fdf,09320,maua,SP
f680f85bee2d253556ac91be391d2c82,06365,carapicuiba,SP
3785b653b1b82de85ab47dd139938091,85640,ampere,PR
7ea5bfa6c340f58f8e71fc1f0412b0d6,30180,belo horizonte,MG
c54679b132454625907c773d273d4126,11443,guaruja,SP
1a3df491d1c4f1589fc2b934ada68bf2,89224,joinville,SC
6560211a19b47992c3666cc44a7e94c0,05849,sao paulo,SP
70b52a4cfc823994561b00bad161b4ed,02727,sao paulo,SP
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR
febab0275244b9a49a623f0bd613ca2f,13920,pedreira,SP
f3da5b2ff499efb8d4a6d371d175d7dd,02407,sao paulo,SP
45213867cefbf2cd4c6177e10216a951,13603,araras,SP
a420f60ff1aa9acc80d0e42959f2b313,05138,sao paulo,SP
916748bc99315c2d202898ae58b1617e,18040,sorocaba,SP
02c988090b766852e088c69d7fb3b551,13473,americana,SP
e63e8bfa530fb16910dd6956e592bb81,07160,guarulhos,SP
d7485b33791774c36108f8c69602d48d,81020,curitiba,PR
2646baaf662d4d92ac48f047e35db92d,03303,sao paulo,SP
13fa2a6c6b9d0f43cb588d7c82117a12,03567,sao paulo,SP
5343d0649eca2a983820bfe93fc4d17e,09270,santo andre,SP
640e21a7d01df7614a3b4923e990d40c,14940,ibitinga,SP
d57e18d5f73c7ccb7f7339b61166898d,03613,sao paulo,SP
dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG
933446e9a59dece7ae9175103820ca8f,81730,curitiba,PR
4aba391bc3b88717ce08eb11e44937b2,45816,arraial d'ajuda (porto seguro),BA
fcba71d4d5db057f43249145e4eb1e27,13481,limeira,SP
715bbd5ba4e6b74cb0d2f29eb45058b0,13930,serra negra,SP
1430239a858e7682bbc43b20758af153,04087,sao paulo,SP
edc518ba25576a0188a0e8f2c3af186f,07023,guarulhos,SP
4c18691b6037662be2df78a765d98ab5,03167,sao paulo,SP
8f2b51a30523cdecddc2f179f351c7d6,04833,sao paulo,SP
95f83f51203c626648c875dd41874c7f,37564,borda da mata,MG
6b243f80ed07b10f0e8aa0f21a205f3c,81825,curitiba,PR
e7f3bf1ecd8526eb7f3b18059e6716e5,11680,ubatuba,SP
2089a6d640999f9b9141ac719b2af596,13566,sao carlos,SP
698f5fa55a5f73d0740e9d9a773e8093,20751,rio de janeiro,RJ
4f0d637c1197fd65405ebd755ac9f86b,06768,taboao da serra,SP
b32be1695eb7ec5f10f72d9610a12527,95012,caxias do sul,RS
53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
7b1222c3624aa89b9558b50a2594188c,15041,sao jose do rio preto,SP
b8114f2f589a6804810f04f99b36b498,09633,sao bernardo do campo,SP
dee656f0f566ed1aa85bd137c943f08f,12701,cruzeiro,SP
d673a59aac7a70d8b01e6902bf090a11,14940,ibitinga,SP
966cb4760537b1404caedd472cc610a5,09920,diadema,SP
f3b80352b986ab4d1057a4b724be19d0,71200,brasilia,DF
0307f7565ff85b299b6e5ef162b1b1a9,15085,sao jose do rio preto,SP
ed4311e67debd72b8610a5347a743087,07170,guarulhos,SP
cd68562d3f44870c08922d380acae552,14050,ribeirao preto,SP
4e92348462c75b6c842b994ce84a0ed4,94930,cachoeirinha,RS
723cd880edaacdb998898b67c8f9da30,14940,ibitinga,SP
00ee68308b45bc5e2660cd833c3f81cc,03333,sao paulo,SP
701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,SP
f5f1f2c5f923f36ad79ea1d07185ddc9,19820,taruma,SP
59b22a78efb79a4797979612b885db36,38414,uberlandia,MG
ea8482cd71df3c1969d7b9473ff13abc,04160,sao paulo,SP
5b925e1d006e9476d738aa200751b73b,04567,sao paulo,SP
fe2032dab1a61af8794248c8196565c9,13030,campinas,SP
3092c0b297aacfb4bb6e056ebe13b9b8,07402,aruja,SP
1cbd32d00d01bb8087a5eb088612fd9c,03363,sp / sp,SP
4049512728d969bec69f84088b012416,30310,belo horizonte,MG
4e17c65a516f69d023a2ae78b84f28d6,08673,suzano,SP
a8739afb32aaa45e01815ca76f76f54b,09850,sao bernardo do campo,SP
12b9676b00f60f3b700e83af21824c0e,95780,montenegro,RS
ef2fbc2b607d8492bcffe657a4645434,20051,rio de janeiro,RJ
4ebdc7e6cd6102a022dadc49156d4ea8,05030,sao paulo,SP
f918546be4bec7104d117789ba758b2b,05634,sao paulo,SP
612170e34b97004b3ba37eae81836b4c,93542,novo hamburgo,RS
2a84855fd20af891be03bc5924d2b453,30111,belo horizonte,MG
cf2384dd2f1dddea3f838efed0945e65,13930,serra negra,SP
4b9750c8ad28220fe6702d4ecb7c898f,13484,limeira,SP
2059c39f76271d4ca3f15b5ffaccc8b8,81930,curitiba,PR
8cbac7e12637ed9cffa18c7875207478,89254,jaragua do sul,SC
fdb9095204a334cd8872252ffec6f2db,03331,sao paulo,SP
cb5df0dcb9e280b1780e9d589889f2c7,15115,bady bassitt,SP
2dee2ce60de9709b1a24083217181a1f,78552,sinop,MT
f84fa566034f5e8e880a07ec624c56af,13330,indaiatuba,SP
4c1c7281388a33dd06daac44f9fadbd1,17510,marilia,SP
851773c885feb5e2da3b4f82bc2b17ce,18683,lencois paulista,SP
aafe36600ce604f205b86b5084d3d767,88115,sao jose,SC
5b07547f10dd980738a1a27f685af669,07013,guarulhos,SP
b0f2a6122a90a93eb03e68653dd960e3,80710,curitiba,PR
a888faf2d1baececa6baf9c3d603ee1f,87502,umuarama,PR
31be790e64fc99f8ff48ec2bd18a3104,09690,sao bernardo do campo,SP
41b39e28db005d9731d9d485a83b4c38,09220,santo andre,SP
809413606dbfe5deefd2db646693ef67,04602,sao paulo,SP
001cca7ae9ae17fb1caed9dfb1094831,29156,cariacica,ES
2eb70248d66e0e3ef83659f71b244378,13101,campinas,SP
c6bda72e4dbf5c5866b13cb1810c6d03,03087,sao paulo,SP
e882b2a25a10b9c057cc49695f222c19,25963,teresopolis,RJ
f4a04f7be452aa3bb31760bf00055dd0,09010,santo andre,SP
dbc22125167c298ef99da25668e1011f,37564,borda da mata,MG
d91fb3b7d041e83b64a00a3edfb37e4f,11704,praia grande,SP
688756f717c462a206ad854c5027a64a,07094,guarulhos,SP
c864036feaab8c1659f65ea4faebe1da,83605,campo largo,PR
ba143b05f0110f0dc71ad71b4466ce92,02274,sao paulo,SP
5f5b43b2bffa8656e4bc6efeb13cc649,04880,sao paulo,SP
d9bd94811c3338dceb4181f3dbc0c73e,04186,sao paulo,SP
dbd66278cbfe1aa1000f90a217ca4695,05588,sao paulo,SP
e7d5b006eb624f13074497221eb37807,09291,santo andre,SP
63b464dbf392c7b80d12d932fa7cafed,02034,sao paulo,SP
7c67e1448b00f6e969d365cea6b010ab,08577,itaquaquecetuba,SP
66dc1b1632bd6a3e508510c5b3492107,17210,jau,SP
91f0eec23d4a61d7d7caeefa3f0ad1ca,88704,tubarao,SC
b335c59ab742f751a85db9c411a86739,38442,araguari,MG
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR
d9e8c084b68fe958861d8f2c21202e6b,05528,sao paulo,SP
cfa5ab0e4d3fc212fd0b3410e7081c62,36500,uba,MG
6750d71153f00fc58829af2a8ef1bcf1,28800,rio bonito,RJ
c60b801f2d52c7f7f91de00870882a75,07174,guarulhos,SP
f049a72cf58fd31b11f8919cade515e7,01023,sao paulo,SP
4bf2f4ee540798a61f9636d12cd9cc80,19814,assis,SP
25e6ffe976bd75618accfe16cefcbd0d,05503,sao paulo,SP
2c9005d8043aff18b8557ffb7b13cda4,29304,cachoeiro de itapemirim,ES
062c325cd6a2b87845fab56b4ec2eeae,08150,sao paulo,SP
1d8dbc4f32378d715c717c1c1fc57bae,86706,arapongas,PR
fc906263ca5083d09dce42fe02247800,31030,belo horizonte,MG
1d2732ef8321502ee8488e8bed1ab8cd,20031,rio de janeiro,RJ
184725737946a1a938bbbd1a9e978103,09370,maua,SP
e96498ed8daaa3e9c23f7a62da76591c,05373,sao paulo,SP
bacb1f0ed56ad24198f5810d2b3fe9a5,12328,jacarei,SP
de0c78824586e9a5f5f04fd84e25df39,06730,vargem grande paulista,SP
128639473a139ac0f3e5f5ade55873a5,87050,maringa,PR
0791d9fc1e30678ecf03d3e55fa108d3,30775,belo horizonte,MG
7a241947449cc45dbfda4f9d0798d9d0,37590,jacutinga,MG
7e1fb0a3ebfb01ffb3a7dae98bf3238d,14403,franca,SP
376a891762bbdecbc02b4b6adec3fdda,74323,goiania,GO
1dfe5347016252a7884b694d4f10f5c4,14940,ibitinga,SP
25c5c91f63607446a97b143d2d535d31,35680,itauna,MG
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP
1eade46fba20122dc4aefb379f8c636b,02066,sao paulo,SP
40d54b51e962dbe09cabbcfd33298dee,09230,santo andre,SP
70c27847eca8195c983ed7e798c56743,20930,rio de janeiro,RJ
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG
101a3a003516bc11253298b2fad3cb65,13503,rio claro,SP
b839e41795b7f3ad94cc2014a52f6796,09541,sao caetano do sul,SP
a3b0df0065e264a91b7bbf5f844af5cd,09721,sao bernardo do capo,SP
0dd184061fb0eaa7ca37932c68ab91c5,07031,guarulhos,SP
1d29dfba02015238dfbe2449a5eaa361,36576,vicosa,MG
ad273c9eb54ecb4532de4bf75bae9e4e,80420,curitiba,PR
c3867b4666c7d76867627c2f7fb22e21,14580,guara,SP
0bae85eb84b9fb3bd773911e89288d54,88301,itajai,SP
df91910b6a03bb2e3358fa6a35e32f6f,09560,sao paulo,SP
08633c14ef2db992c11f840f04fad4cd,09416,ribeirao pires,SP
5b8154610ebb21fb90eb587365e673df,12246,sao jose dos campos,SP
17ca9b9e9b9ef8fdb529001b49ebb50f,32677,betim,MG
9add47bf45ce8e8c7db6b9cf670b1e09,83830,fazenda rio grande,PR
f262cbc1c910c83959f849465454ddd3,03564,sao paulo,SP
8f580d36c1e9d6fbce95283403c7d447,14090,ribeirao preto,SP
daf565f087a52def0fd5c5825b3661bc,88350,brusque,SC
d0d70d21e2234dd7cd3cf63fe414148a,58865,sao bento,PB
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS
2a6fbeaa7ab9e5d59a35841a8da71ce4,89259,jaragua do sul,SC
77fccaae319668a8ab6cd0fd16aec48c,28035,campos dos goytacazes,RJ
86bf77bdb52e615674772d5817c6212f,94410,viamao,RS
6860153b69cc696d5dcfe1cdaaafcf62,13360,capivari,SP
903037660cf848a717166eb7a06d616e,05734,sao paulo,SP
f08c008c8a8d31417763738a1788a2a8,85875,santa terezinha de itaipu,PR
bf3c6d2a28b2b5501e6c15448982dcc9,04180,sao paulo,SP
066a6914e1ebf3ea95a216c73a986b91,85863,foz do iguacu,PR
6d66611d7c44cc30ce351abc49a68421,04378,sao paulo,SP
3d8fa2f5b647373c8620330c4e077a9f,03031,sao paulo,SP
76d5af76d0271110f9af36c92573f765,03194,sao paulo,SP
729f06993dac8e860d4f02d7088ca48a,13481,limeira,SP
cc419e0650a3c5ba77189a1882b7556a,09015,santo andre,SP
7008613ea464bad5cb9b83456e1e6a8f,89460,canoinhas,SC
c4fb51fb1c5b7c07bc5e67be6e7e8f6e,80060,curitiba,PR
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,22775,rio de janeiro,RJ
ce248b21cb2adc36282ede306b7660e5,89251,jaragua do sul,SC
7ad32824caee82087b3e2e5f33b1bf32,14940,ibitinga,SP
de722cd6dad950a92b7d4f82673f8833,51250,recife,PE
45ba18c210d42734ec52c0c1c574e9ee,18130,sao roque,SP
dc317f341ab0e22f39acbd9dbf9b4a1f,94910,cachoeirinha,RS
52b53f7061969fe471d119b6195da864,88301,itajai,SP
1b8356dabde1d35e17cef975c3f82730,03477,sao paulo,SP
54965bbe3e4f07ae045b90b0b8541f52,85851,foz do iguacu,PR
6039e27294dc75811c0d8a39069f52c0,06162,osasco,SP
3492e68f37fd1df87f4f2f2ea247f445,13322,salto,SP
05ff92fedb5be47920fea08e501238b9,98803,santo angelo,RS
916c9de0b5ad957346eeeb12f332687e,80240,curitiba,PR
c68fb906c8f4b4b946d8386bfa6e5467,14870,jaboticabal,SP
10076e5788b8ee532724bcd460baf762,14315,batatais,SP
e9c6969d40e6a3d2d0f90013165c2b98,03448,sao paulo,SP
f0b47fbbc6dee9aafe415a6e33051b3f,09360,maua,SP
2c9e548be18521d1c43cde1c582c6de8,08752,mogi das cruzes,SP
c31eff8334d6b3047ed34bebd4d62c36,13322,salto,SP
822166ed1e47908f7cfb49946d03c726,25803,tres rios,RJ
b2ba3715d723d245138f291a6fe42594,03470,sao paulo,SP
31344c16881c08a8a72c6d2eb29918c1,36500,uba,MG
8931a84a914b3fe9b1ddaa4d704947ca,08410,sao paulo,SP
7681ef142fd2c19048da7430856b5588,07074,guarulhos,SP
7ddcbb64b5bc1ef36ca8c151f6ec77df,04403,sao paulo,SP
a218df5c097b0ca409cfaac1488cc7f6,14806,araraquara,SP
bd0389da23d89b726abf911cccc54596,71691,brasilia,DF
855668e0971d4dfd7bef1b6a4133b41b,13257,itatiba,SP
1c68394e931a64f90ea236c5ea590300,87114,sarandi,PR
e62b2d6ac10570a035a30bafcf01d263,05767,sao paulo,SP
f63d8f293af3a6454377546bd9dd19ff,18110,votorantim,SP
6bb0724edf0b62fb91ac404873a97241,06700,cotia,SP
77530e9772f57a62c906e1c21538ab82,80310,curitiba,PR
297d5eccd19fa9a83b2630071ff105e4,80710,curitiba,PR
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,08140,sao paulo,SP
65b081a070633e057c462abdd6fb9dd8,75650,morrinhos,GO
75fbb52eda0cbc24f479d3b2fbfa8d3e,74560,goiania,GO
a08692680c77d30a0b4280da5df01c5a,04719,sao paulo,SP
dd533b429f380718b70ad9922c294bae,14781,barretos,SP
582d4f8675b945722eda7c0cb61ba4c7,11250,bertioga,SP
94144541854e298c2d976cb893b81343,94451,viamao,RS
bf84056e679dbe9c69929847a40e338f,02537,sao paulo,SP
1c129092bf23f28a5930387c980c0dfc,02972,sao paulo,SP
3afc536624bc2e65bddfb5db33cc01f3,30150,belo horizonte,MG
602044f2c16190c2c6e45eb35c2e21cb,14940,ibitinga,SP
b499c00f28f4b7069ff6550af8c1348a,13481,limeira,SP
fad44952713764836814be105382aee5,21340,rio de janeiro,RJ
624f4ece8da4aafb77699233d480f8ef,05138,sao paulo,SP
95e03ca3d4146e4011985981aeb959b9,21210,rio de janeiro,RJ
df560393f3a51e74553ab94004ba5c87,87900,loanda,PR
834f3294fba9f932f56edc879193f925,14808,araraquara,SP
6c177e38df6d3f34182b1f1d427231bf,80430,curitiba,PR
381c83fdca332ea6afd896da20bf6e4a,80010,curitiba,PR
6fd52c528dcb38be2eea044946b811f8,08180,sao paulo,SP
20cb7c2fde3e5bf10f0bbe7394e1c6a9,86385,andira-pr,PR
f7720c4fa8e3aba4546301ab80ea1f1b,81350,curitiba,PR
7b7f91e98f8c6def45a1407923304402,06154,osasco,SP
4c2b230173bb36f9b240f2b8ac11786e,03933,sao paulo,SP
81336a0f57a33776419727a300249e90,13560,sao carlos,SP
02f623a8eb246f3c5f7c2f96462654e6,18611,botucatu,SP
5d0363b33554b373851fc1622e4d5f3c,12952,atibaia,SP
013900e863eace745d3ec7614cab5b1a,80740,curitiba,PR
17a053fcb14bd219540cbde0df490be0,13843,mogi guacu,SP
7f2617c58d5d06806987308b45654351,04571,sao paulo,SP
cac63f48c38cd7d002a7e846dcd99a23,13170,sumare,SP
f00e21b1e91a79653163b7fd8f293ff1,37795,andradas,SP
cc5a78bbad32776dc4e3af205218368c,35501,divinopolis,MG
